SeekerSkillSetId,UserAccountId,SkillSetId,SkillLevel
3591,UA005128,4022,III
3592,UA006411,3370,II
3593,UA009686,3569,I
3594,UA006255,264,II
3595,UA008096,646,III
3596,UA010043,4961,II
3597,UA009853,112,I
3598,UA007630,82,II
3599,UA004224,5218,III
3600,UA005589,773,II
3601,UA008620,4514,I
3602,UA009244,2357,II
3603,UA004910,440,III
3604,UA009433,2044,II
3605,UA003282,568,I
3606,UA002212,4161,II
3607,UA000419,2516,III
3608,UA001770,5564,II
3609,UA004496,4562,I
3610,UA008939,1899,II
3611,UA001472,4579,III
3612,UA009063,724,II
3613,UA008420,5949,I
3614,UA009629,3610,II
3615,UA007110,4206,III
3616,UA010032,520,II
3617,UA002314,1568,I
3618,UA008752,1925,II
3619,UA008394,4879,III
3620,UA003057,5090,II
3621,UA000484,5151,I
3622,UA000575,4824,II
3623,UA002468,1402,III
3624,UA003295,2573,II
3625,UA009157,4367,I
3626,UA001143,291,II
3627,UA007005,3560,III
3628,UA009813,4641,II
3629,UA002022,2687,I
3630,UA007070,5333,II
3631,UA008626,4175,III
3632,UA005490,2219,II
3633,UA008112,1646,I
3634,UA007247,4880,II
3635,UA006598,2825,III
3636,UA009086,2912,II
3637,UA001164,1268,I
3638,UA001893,4405,II
3639,UA000687,2749,III
3640,UA000578,3271,II
3641,UA001905,5417,I
3642,UA000743,5014,II
3643,UA004437,3362,III
3644,UA007122,4514,II
3645,UA001857,1813,I
3646,UA003557,952,II
3647,UA009580,1856,III
3648,UA007884,1150,II
3649,UA000635,941,I
3650,UA008217,141,II
3651,UA008767,4401,III
3652,UA009253,854,II
3653,UA003737,235,I
3654,UA002084,1668,II
3655,UA008578,2514,III
3656,UA002886,1595,II
3657,UA006942,2603,I
3658,UA006317,4277,II
3659,UA009883,4800,III
3660,UA008349,4249,II
3661,UA008544,2273,I
3662,UA003933,2270,II
3663,UA005167,1819,III
3664,UA002962,3699,II
3665,UA006874,4966,I
3666,UA004504,5835,II
3667,UA002990,5756,III
3668,UA003526,1,II
3669,UA004434,2742,I
3670,UA005248,3047,II
3671,UA009249,4969,III
3672,UA001489,3310,II
3673,UA002557,1273,I
3674,UA004477,3283,II
3675,UA001539,1536,III
3676,UA006536,5483,II
3677,UA000999,4736,I
3678,UA001909,3176,II
3679,UA004713,334,III
3680,UA005676,5327,II
3681,UA003989,3355,I
3682,UA001268,2546,II
3683,UA004498,1513,III
3684,UA007775,5670,II
3685,UA002609,1938,I
3686,UA008027,5994,II
3687,UA009161,1612,III
3688,UA004138,1132,II
3689,UA004112,792,I
3690,UA004084,2520,II
3691,UA000389,1976,III
3692,UA000750,1454,II
3693,UA002313,4000,I
3694,UA009852,667,II
3695,UA008276,1170,III
3696,UA008023,3099,II
3697,UA008650,1173,I
3698,UA003020,4064,II
3699,UA009832,2261,III
3700,UA005169,4279,II
3701,UA009276,2652,I
3702,UA006796,1901,II
3703,UA003958,43,III
3704,UA009213,3105,II
3705,UA005569,909,I
3706,UA002133,231,II
3707,UA002469,3557,III
3708,UA004194,1841,II
3709,UA008606,1383,I
3710,UA002162,3929,II
3711,UA006935,3542,III
3712,UA004412,3611,II
3713,UA010026,564,I
3714,UA008907,417,II
3715,UA007837,790,III
3716,UA006253,2965,II
3717,UA003312,2860,I
3718,UA001967,4174,II
3719,UA001497,5907,III
3720,UA008875,3692,II
3721,UA001239,4634,I
3722,UA003701,215,II
3723,UA004314,2173,III
3724,UA001130,3311,II
3725,UA009644,1897,I
3726,UA001292,3364,II
3727,UA002381,4721,III
3728,UA001665,1602,II
3729,UA007459,3760,I
3730,UA009005,2097,II
3731,UA004407,2365,III
3732,UA006770,3018,II
3733,UA002749,1369,I
3734,UA003153,3776,II
3735,UA002960,1962,III
3736,UA001781,2693,II
3737,UA004315,3617,I
3738,UA006531,2231,II
3739,UA004909,5242,III
3740,UA005574,1207,II
3741,UA005516,4316,I
3742,UA008125,2742,II
3743,UA000481,4656,III
3744,UA008672,6,II
3745,UA006416,1463,I
3746,UA001472,1319,II
3747,UA009785,4372,III
3748,UA009625,589,II
3749,UA008655,2673,I
3750,UA008550,887,II
3751,UA003177,1923,III
3752,UA001508,4490,II
3753,UA006618,1733,I
3754,UA000879,5497,II
3755,UA004951,971,III
3756,UA003004,1123,II
3757,UA003172,4229,I
3758,UA006360,5107,II
3759,UA009858,4591,III
3760,UA008310,3648,II
3761,UA003924,4639,I
3762,UA001334,4344,II
3763,UA009610,1605,III
3764,UA001053,1583,II
3765,UA000120,275,I
3766,UA005483,2838,II
3767,UA008510,3417,III
3768,UA005703,3204,II
3769,UA005259,1580,I
3770,UA004682,2494,II
3771,UA007155,4735,III
3772,UA007039,13,II
3773,UA009303,2843,I
3774,UA009867,2341,II
3775,UA003515,624,III
3776,UA008556,5680,II
3777,UA007986,3614,I
3778,UA004622,5791,II
3779,UA009946,5650,III
3780,UA001284,4737,II
3781,UA002592,1880,I
3782,UA003707,5090,II
3783,UA001267,1705,III
3784,UA002543,3881,II
3785,UA004298,3333,I
3786,UA000948,4468,II
3787,UA004380,3895,III
3788,UA003226,4559,II
3789,UA000581,2405,I
3790,UA005002,4153,II
3791,UA002429,2831,III
3792,UA002612,3385,II
3793,UA009978,2601,I
3794,UA005104,4944,II
3795,UA000894,2975,III
3796,UA006187,411,II
3797,UA004476,5256,I
3798,UA001612,1160,II
3799,UA007576,4214,III
3800,UA002598,2268,II
3801,UA007399,1420,I
3802,UA000523,4289,II
3803,UA003061,2191,III
3804,UA006769,1339,II
3805,UA002721,2704,I
3806,UA009562,5111,II
3807,UA005559,4964,III
3808,UA006279,4778,II
3809,UA000491,1869,I
3810,UA002492,4664,II
3811,UA007156,1954,III
3812,UA003046,4180,II
3813,UA009822,214,I
3814,UA008601,4358,II
3815,UA003819,1786,III
3816,UA004638,3162,II
3817,UA008088,3691,I
3818,UA004586,3195,II
3819,UA003507,5056,III
3820,UA001251,1531,II
3821,UA007259,913,I
3822,UA004292,2778,II
3823,UA002263,1419,III
3824,UA002723,3815,II
3825,UA004128,4430,I
3826,UA005751,123,II
3827,UA003854,1908,III
3828,UA001405,5850,II
3829,UA000938,3387,I
3830,UA003754,2734,II
3831,UA000524,2247,III
3832,UA008671,2442,II
3833,UA004179,1001,I
3834,UA010039,2840,II
3835,UA002516,5874,III
3836,UA001075,662,II
3837,UA000520,5862,I
3838,UA007111,48,II
3839,UA002566,1119,III
3840,UA000988,2996,II
3841,UA009460,56,I
3842,UA001383,5686,II
3843,UA003292,4450,III
3844,UA009495,1162,II
3845,UA001280,4979,I
3846,UA004378,3841,II
3847,UA006679,5416,III
3848,UA001632,4400,II
3849,UA005773,2157,I
3850,UA005034,5952,II
3851,UA008505,3485,III
3852,UA000997,1287,II
3853,UA003765,2674,I
3854,UA001151,5937,II
3855,UA000483,4073,III
3856,UA004024,1027,II
3857,UA005586,2713,I
3858,UA004135,492,II
3859,UA006790,5247,III
3860,UA000954,4408,II
3861,UA009645,3598,I
3862,UA010067,4534,II
3863,UA004147,4904,III
3864,UA000919,1882,II
3865,UA006129,5493,I
3866,UA003182,4642,II
3867,UA002704,3399,III
3868,UA002555,2152,II
3869,UA008159,769,I
3870,UA005163,1911,II
3871,UA010036,2081,III
3872,UA005638,4679,II
3873,UA006819,473,I
3874,UA003717,5778,II
3875,UA007270,3039,III
3876,UA010164,999,II
3877,UA000589,4873,I
3878,UA003805,687,II
3879,UA007083,3799,III
3880,UA001558,4568,II
3881,UA009588,3155,I
3882,UA004199,2632,II
3883,UA000148,3913,III
3884,UA007396,2552,II
3885,UA003221,1676,I
3886,UA002726,4967,II
3887,UA006315,1201,III
3888,UA008719,5537,II
3889,UA003269,991,I
3890,UA006605,4835,II
3891,UA001998,2584,III
3892,UA009562,3614,II
3893,UA003191,2101,I
3894,UA010011,4237,II
3895,UA004941,3560,III
3896,UA001286,654,II
3897,UA008337,4500,I
3898,UA006935,5794,II
3899,UA000736,4351,III
3900,UA005530,4204,II
3901,UA007277,3480,I
3902,UA001450,2363,II
3903,UA003573,1324,III
3904,UA009218,1076,II
3905,UA003108,737,I
3906,UA005757,3694,II
3907,UA009176,4639,III
3908,UA000972,2112,II
3909,UA009563,1442,I
3910,UA006040,4009,II
3911,UA005142,5246,III
3912,UA010016,4941,II
3913,UA008879,35,I
3914,UA004361,5288,II
3915,UA004739,1119,III
3916,UA010029,1288,II
3917,UA007763,3504,I
3918,UA000357,2972,II
3919,UA008087,3483,III
3920,UA005096,5603,II
3921,UA005822,2376,I
3922,UA005592,5298,II
3923,UA001632,4135,III
3924,UA003072,5671,II
3925,UA009557,2145,I
3926,UA003905,4695,II
3927,UA006207,826,III
3928,UA002134,4215,II
3929,UA000831,5764,I
3930,UA007338,5477,II
3931,UA004075,5489,III
3932,UA001313,5919,II
3933,UA006978,5126,I
3934,UA000536,3082,II
3935,UA001593,5398,III
3936,UA010066,1403,II
3937,UA007206,1294,I
3938,UA005066,130,II
3939,UA008603,5154,III
3940,UA005846,3907,II
3941,UA002217,4318,I
3942,UA005746,998,II
3943,UA001373,2074,III
3944,UA002915,1989,II
3945,UA004867,3696,I
3946,UA005488,1458,II
3947,UA008402,2769,III
3948,UA007762,46,II
3949,UA001772,764,I
3950,UA006741,3603,II
3951,UA004332,1440,III
3952,UA000461,212,II
3953,UA009290,452,I
3954,UA000898,237,II
3955,UA006748,3183,III
3956,UA005661,2933,II
3957,UA001701,2857,I
3958,UA004090,5435,II
3959,UA009664,5032,III
3960,UA000635,4330,II
3961,UA003973,158,I
3962,UA001607,3408,II
3963,UA005861,3648,III
3964,UA003575,2375,II
3965,UA003904,1319,I
3966,UA001154,5260,II
3967,UA000136,4432,III
3968,UA007972,949,II
3969,UA007758,3650,I
3970,UA001393,113,II
3971,UA002410,3019,III
3972,UA009588,3313,II
3973,UA002414,5826,I
3974,UA005998,5730,II
3975,UA000228,6,III
3976,UA001900,405,II
3977,UA005570,5174,I
3978,UA005401,4898,II
3979,UA008011,936,III
3980,UA005021,538,II
3981,UA003399,3734,I
3982,UA003101,3216,II
3983,UA004502,1597,III
3984,UA006269,211,II
3985,UA005244,4592,I
3986,UA000115,415,II
3987,UA006009,675,III
3988,UA000341,1112,II
3989,UA002674,1556,I
3990,UA007642,505,II
3991,UA004058,1688,III
3992,UA008240,3929,II
3993,UA001118,3002,I
3994,UA004725,3426,II
3995,UA008244,2363,III
3996,UA002153,4255,II
3997,UA000695,36,I
3998,UA008342,2436,II
3999,UA003956,1366,III
4000,UA003536,4908,II
4001,UA003821,4679,I
4002,UA000215,3884,II
4003,UA002349,3799,III
4004,UA004255,3861,II
4005,UA008323,4848,I
4006,UA008699,3793,II
4007,UA007545,1220,III
4008,UA006822,1519,II
4009,UA004638,4528,I
4010,UA001869,1798,II
4011,UA005002,1785,III
4012,UA006258,3868,II
4013,UA002649,1607,I
4014,UA006527,4675,II
4015,UA004799,5622,III
4016,UA001962,5210,II
4017,UA003038,4265,I
4018,UA009903,3172,II
4019,UA009977,2880,III
4020,UA003116,4836,II
4021,UA009588,4270,I
4022,UA007481,2255,II
4023,UA002664,3603,III
4024,UA007353,1673,II
4025,UA001005,5517,I
4026,UA002413,4450,II
4027,UA004331,127,III
4028,UA004644,124,II
4029,UA001087,5595,I
4030,UA006628,3301,II
4031,UA007538,1068,III
4032,UA009220,1287,II
4033,UA007857,4691,I
4034,UA001821,612,II
4035,UA001844,1808,III
4036,UA002110,3624,II
4037,UA002303,5309,I
4038,UA001961,1655,II
4039,UA004888,1582,III
4040,UA009480,2378,II
4041,UA004840,593,I
4042,UA009945,1131,II
4043,UA006411,5421,III
4044,UA000219,3166,II
4045,UA005488,1814,I
4046,UA007834,1172,II
4047,UA010087,588,III
4048,UA003416,4798,II
4049,UA001045,3861,I
4050,UA008421,2601,II
4051,UA009476,2104,III
4052,UA003006,4417,II
4053,UA004384,4063,I
4054,UA005502,882,II
4055,UA000658,837,III
4056,UA006874,948,II
4057,UA002163,1498,I
4058,UA003375,2359,II
4059,UA007102,282,III
4060,UA003191,3799,II
4061,UA000400,143,I
4062,UA008990,2200,II
4063,UA001089,4938,III
4064,UA009111,5616,II
4065,UA008215,798,I
4066,UA006825,4102,II
4067,UA005752,4051,III
4068,UA004494,1265,II
4069,UA004714,2785,I
4070,UA006037,4357,II
4071,UA005659,4701,III
4072,UA008557,5904,II
4073,UA005951,652,I
4074,UA005459,3304,II
4075,UA008059,3071,III
4076,UA006225,4304,II
4077,UA004246,3759,I
4078,UA005885,1596,II
4079,UA005000,697,III
4080,UA000783,5989,II
4081,UA003321,77,I
4082,UA009106,3331,II
4083,UA009420,3110,III
4084,UA006238,2672,II
4085,UA006976,410,I
4086,UA007550,921,II
4087,UA005435,479,III
4088,UA006404,767,II
4089,UA004826,1207,I
4090,UA008838,889,II
4091,UA006801,1704,III
4092,UA005220,2910,II
4093,UA001486,4272,I
4094,UA010070,1683,II
4095,UA001097,5979,III
4096,UA002020,4897,II
4097,UA002276,1327,I
4098,UA007735,3497,II
4099,UA007626,173,III
4100,UA007143,629,II
4101,UA002413,5177,I
4102,UA003683,5949,II
4103,UA006922,626,III
4104,UA003190,5874,II
4105,UA009612,370,I
4106,UA006075,3300,II
4107,UA007958,1843,III
4108,UA005872,3278,II
4109,UA009839,4422,I
4110,UA003136,5836,II
4111,UA004582,5386,III
4112,UA002812,1157,II
4113,UA009200,4134,I
4114,UA005196,773,II
4115,UA002436,1247,III
4116,UA008840,2299,II
4117,UA003935,4475,I
4118,UA001721,1655,II
4119,UA009920,3430,III
4120,UA006244,728,II
4121,UA006400,5393,I
4122,UA008921,5695,II
4123,UA004551,2014,III
4124,UA003720,3691,II
4125,UA000395,630,I
4126,UA006248,22,II
4127,UA004958,4706,III
4128,UA002313,4484,II
4129,UA007016,4966,I
4130,UA003038,2464,II
4131,UA007575,3413,III
4132,UA007662,185,II
4133,UA005103,5624,I
4134,UA004844,2103,II
4135,UA004532,123,III
4136,UA008235,1203,II
4137,UA007481,2699,I
4138,UA007016,3639,II
4139,UA009702,407,III
4140,UA002824,3858,II
4141,UA001627,3273,I
4142,UA006128,783,II
4143,UA007797,2593,III
4144,UA009512,3656,II
4145,UA007073,1994,I
4146,UA005410,5098,II
4147,UA009254,5076,III
4148,UA003708,5930,II
4149,UA009278,1635,I
4150,UA003739,2560,II
4151,UA006833,2302,III
4152,UA000949,463,II
4153,UA003126,4422,I
4154,UA005665,5372,II
4155,UA005430,1408,III
4156,UA004355,1032,II
4157,UA009531,3746,I
4158,UA009477,1701,II
4159,UA009779,4830,III
4160,UA005251,517,II
4161,UA003945,1056,I
4162,UA004406,411,II
4163,UA003653,3266,III
4164,UA000752,1355,II
4165,UA009452,902,I
4166,UA005898,4915,II
4167,UA003599,4419,III
4168,UA000991,53,II
4169,UA004641,5241,I
4170,UA006191,1340,II
4171,UA007710,5646,III
4172,UA005265,5894,II
4173,UA000537,4309,I
4174,UA004616,1435,II
4175,UA005778,1882,III
4176,UA004414,528,II
4177,UA005873,1107,I
4178,UA010145,514,II
4179,UA009682,4993,III
4180,UA003978,2817,II
4181,UA009753,2132,I
4182,UA004914,95,II
4183,UA000261,5163,III
4184,UA001042,1775,II
4185,UA006082,1348,I
4186,UA000278,5353,II
4187,UA007230,3633,III
4188,UA007140,1102,II
4189,UA007806,404,I
4190,UA000380,3582,II
4191,UA006025,900,III
4192,UA007905,5196,II
4193,UA004997,3653,I
4194,UA008483,811,II
4195,UA003767,1544,III
4196,UA002800,5184,II
4197,UA002568,2017,I
4198,UA005824,4105,II
4199,UA003525,5248,III
4200,UA001178,107,II
4201,UA000651,1238,I
4202,UA005725,4410,II
4203,UA005754,3715,III
4204,UA005618,5523,II
4205,UA010065,2145,I
4206,UA008679,3391,II
4207,UA005886,1128,III
4208,UA000509,3629,II
4209,UA006802,222,I
4210,UA005003,2278,II
4211,UA004999,2898,III
4212,UA008730,4095,II
4213,UA003826,4234,I
4214,UA005178,1946,II
4215,UA003696,1693,III
4216,UA002231,452,II
4217,UA008075,1318,I
4218,UA007644,4422,II
4219,UA008495,5470,III
4220,UA003205,5362,II
4221,UA008841,2921,I
4222,UA009834,5454,II
4223,UA004555,2732,III
4224,UA001406,2091,II
4225,UA006455,2969,I
4226,UA002773,1547,II
4227,UA006407,248,III
4228,UA004025,3367,II
4229,UA009151,5255,I
4230,UA008102,3180,II
4231,UA009529,1939,III
4232,UA004083,5440,II
4233,UA002167,5019,I
4234,UA004418,5582,II
4235,UA003581,1574,III
4236,UA006099,5839,II
4237,UA007556,3924,I
4238,UA005841,3567,II
4239,UA001420,2760,III
4240,UA008751,3404,II
4241,UA000565,3694,I
4242,UA002905,2604,II
4243,UA003676,2817,III
4244,UA007885,5388,II
4245,UA007804,2902,I
4246,UA001368,4502,II
4247,UA007208,3397,III
4248,UA005761,5157,II
4249,UA009825,5513,I
4250,UA000320,5839,II
4251,UA007251,5662,III
4252,UA003437,4169,II
4253,UA002450,5313,I
4254,UA004892,3251,II
4255,UA000144,4229,III
4256,UA001230,2228,II
4257,UA004795,5868,I
4258,UA000894,4212,II
4259,UA008142,5310,III
4260,UA005710,1118,II
4261,UA000233,4747,I
4262,UA005974,1524,II
4263,UA007972,5155,III
4264,UA004654,813,II
4265,UA003872,934,I
4266,UA000980,4136,II
4267,UA007016,1768,III
4268,UA004796,4430,II
4269,UA005844,1907,I
4270,UA002190,985,II
4271,UA007842,1308,III
4272,UA007087,475,II
4273,UA003142,1068,I
4274,UA005823,2941,II
4275,UA005115,2559,III
4276,UA003663,4465,II
4277,UA001611,3760,I
4278,UA000833,602,II
4279,UA007184,170,III
4280,UA001730,4749,II
4281,UA006495,2944,I
4282,UA002696,5563,II
4283,UA002728,364,III
4284,UA010137,3239,II
4285,UA002333,743,I
4286,UA006983,3066,II
4287,UA005253,3855,III
4288,UA005759,2681,II
4289,UA004528,1938,I
4290,UA007158,4490,II
4291,UA000278,897,III
4292,UA002880,5155,II
4293,UA004836,5554,I
4294,UA002973,2392,II
4295,UA002888,85,III
4296,UA003104,3345,II
4297,UA005033,716,I
4298,UA004745,1039,II
4299,UA007792,1901,III
4300,UA004451,4501,II
4301,UA000325,464,I
4302,UA008042,4164,II
4303,UA002356,1326,III
4304,UA000343,2927,II
4305,UA009834,2331,I
4306,UA003765,5930,II
4307,UA004951,158,III
4308,UA007517,2185,II
4309,UA007436,2380,I
4310,UA006879,3024,II
4311,UA007856,5724,III
4312,UA004636,647,II
4313,UA005904,4580,I
4314,UA001515,4032,II
4315,UA005758,2084,III
4316,UA005443,3535,II
4317,UA009763,4119,I
4318,UA005833,4361,II
4319,UA008070,2611,III
4320,UA002510,1842,II
4321,UA008103,1957,I
4322,UA009703,1821,II
4323,UA001819,2636,III
4324,UA006592,908,II
4325,UA001617,4052,I
4326,UA004902,3781,II
4327,UA006620,5480,III
4328,UA005917,1310,II
4329,UA005688,2537,I
4330,UA000934,5523,II
4331,UA007842,4887,III
4332,UA008550,4698,II
4333,UA001871,3912,I
4334,UA008013,5991,II
4335,UA005170,4291,III
4336,UA003578,2818,II
4337,UA002403,262,I
4338,UA001594,2642,II
4339,UA003753,133,III
4340,UA006550,3498,II
4341,UA005150,623,I
4342,UA005294,3458,II
4343,UA001704,5816,III
4344,UA004021,3386,II
4345,UA000220,224,I
4346,UA004048,4963,II
4347,UA002771,4026,III
4348,UA008453,5340,II
4349,UA005827,4569,I
4350,UA003006,2774,II
4351,UA003731,4169,III
4352,UA003635,376,II
4353,UA002162,5721,I
4354,UA006464,1595,II
4355,UA001323,2566,III
4356,UA003567,94,II
4357,UA003765,1565,I
4358,UA000311,3760,II
4359,UA001264,3785,III
4360,UA004471,5500,II
4361,UA004841,385,I
4362,UA008318,4147,II
4363,UA008024,481,III
4364,UA005776,2596,II
4365,UA003753,3553,I
4366,UA002212,4632,II
4367,UA004994,1757,III
4368,UA008597,4332,II
4369,UA007580,516,I
4370,UA007990,4287,II
4371,UA000706,5894,III
4372,UA008535,1640,II
4373,UA008587,2682,I
4374,UA005560,5778,II
4375,UA005338,658,III
4376,UA008036,585,II
4377,UA001099,2218,I
4378,UA009517,583,II
4379,UA009531,1694,III
4380,UA006702,4905,II
4381,UA001837,3644,I
4382,UA004780,3163,II
4383,UA007184,3760,III
4384,UA001388,2384,II
4385,UA004892,358,I
4386,UA002399,5210,II
4387,UA000214,3100,III
4388,UA008659,3142,II
4389,UA000866,4654,I
4390,UA004684,3870,II
4391,UA001873,5349,III
4392,UA008795,2259,II
4393,UA001993,2393,I
4394,UA009559,944,II
4395,UA000386,597,III
4396,UA000401,2308,II
4397,UA001461,438,I
4398,UA008481,3026,II
4399,UA001959,3282,III
4400,UA002496,5022,II
4401,UA008078,2623,I
4402,UA000963,4693,II
4403,UA009458,909,III
4404,UA009623,5808,II
4405,UA002080,5746,I
4406,UA005644,1672,II
4407,UA005663,820,III
4408,UA000408,763,II
4409,UA009352,5000,I
4410,UA005216,731,II
4411,UA009004,1275,III
4412,UA009117,2247,II
4413,UA005885,3419,I
4414,UA008138,747,II
4415,UA006122,3911,III
4416,UA009895,3308,II
4417,UA000348,3479,I
4418,UA003913,4544,II
4419,UA006109,3825,III
4420,UA004151,129,II
4421,UA000600,4572,I
4422,UA007230,1065,II
4423,UA001959,1799,III
4424,UA002154,2116,II
4425,UA003885,3136,I
4426,UA005685,2899,II
4427,UA008844,5290,III
4428,UA004320,3073,II
4429,UA000062,5973,I
4430,UA007318,2248,II
4431,UA002370,5603,III
4432,UA002481,3931,II
4433,UA007899,2041,I
4434,UA005417,3570,II
4435,UA000796,674,III
4436,UA003641,5866,II
4437,UA004183,3139,I
4438,UA001097,1979,II
4439,UA006381,5816,III
4440,UA001720,5042,II
4441,UA008049,3491,I
4442,UA010048,4904,II
4443,UA000289,4238,III
4444,UA004763,973,II
4445,UA008752,346,I
4446,UA009537,3115,II
4447,UA009397,5444,III
4448,UA001530,2497,II
4449,UA008240,5923,I
4450,UA006485,2542,II
4451,UA000947,394,III
4452,UA007017,2147,II
4453,UA007398,1729,I
4454,UA003548,4284,II
4455,UA002779,1849,III
4456,UA005694,156,II
4457,UA005141,5039,I
4458,UA001417,3038,II
4459,UA000498,3983,III
4460,UA006453,3683,II
4461,UA009367,5147,I
4462,UA005424,786,II
4463,UA003914,2933,III
4464,UA002137,294,II
4465,UA009982,4762,I
4466,UA009646,302,II
4467,UA003026,5478,III
4468,UA006871,5324,II
4469,UA007208,1398,I
4470,UA007349,4173,II
4471,UA005180,1548,III
4472,UA003102,460,II
4473,UA001826,4167,I
4474,UA004591,5176,II
4475,UA008275,698,III
4476,UA000976,3363,II
4477,UA001622,4416,I
4478,UA007091,4363,II
4479,UA001285,2784,III
4480,UA009053,1309,II
4481,UA008454,1266,I
4482,UA007859,3442,II
4483,UA005277,1116,III
4484,UA006574,2665,II
4485,UA005288,3387,I
4486,UA007948,939,II
4487,UA003537,4507,III
4488,UA007248,478,II
4489,UA003246,4397,I
4490,UA007148,1237,II
4491,UA004254,3816,III
4492,UA002461,3606,II
4493,UA005137,4485,I
4494,UA006625,4130,II
4495,UA003897,3234,III
4496,UA009935,1569,II
4497,UA005382,4884,I
4498,UA007326,1684,II
4499,UA004452,1092,III
4500,UA010042,577,II
4501,UA002799,3839,I
4502,UA008400,4095,II
4503,UA010109,5589,III
4504,UA005364,1538,II
4505,UA006811,2008,I
4506,UA002746,5615,II
4507,UA006585,4738,III
4508,UA009788,5838,II
4509,UA007724,983,I
4510,UA008901,5957,II
4511,UA006860,1059,III
4512,UA004157,1360,II
4513,UA004872,2665,I
4514,UA002613,562,II
4515,UA007792,4808,III
4516,UA010164,3529,II
4517,UA001353,2508,I
4518,UA005924,5821,II
4519,UA005138,5894,III
4520,UA009018,4751,II
4521,UA009265,2234,I
4522,UA004551,1560,II
4523,UA002496,4983,III
4524,UA005834,4909,II
4525,UA009720,3963,I
4526,UA008993,1914,II
4527,UA001620,5000,III
4528,UA000677,188,II
4529,UA002931,1739,I
4530,UA000358,1063,II
4531,UA006529,459,III
4532,UA005860,4707,II
4533,UA005624,4671,I
4534,UA003543,685,II
4535,UA001836,289,III
4536,UA004594,3629,II
4537,UA000929,5242,I
4538,UA004584,2140,II
4539,UA003461,4092,III
4540,UA001477,5893,II
4541,UA007848,4437,I
4542,UA000764,592,II
4543,UA002240,2481,III
4544,UA007228,2864,II
4545,UA005133,5568,I
4546,UA008246,5863,II
4547,UA007508,5775,III
4548,UA001684,3071,II
4549,UA001418,4888,I
4550,UA006922,5825,II
4551,UA001904,3575,III
4552,UA006603,3828,II
4553,UA004465,4030,I
4554,UA008547,1145,II
4555,UA000851,3737,III
4556,UA001766,5964,II
4557,UA007312,2933,I
4558,UA005712,394,II
4559,UA005471,3643,III
4560,UA000139,3209,II
4561,UA004955,2792,I
4562,UA009574,2168,II
4563,UA004239,5463,III
4564,UA003682,2573,II
4565,UA004707,398,I
4566,UA007334,3022,II
4567,UA006175,246,III
4568,UA003113,5082,II
4569,UA000130,436,I
4570,UA000532,4640,II
4571,UA002642,312,III
4572,UA002854,5486,II
4573,UA002587,529,I
4574,UA002553,83,II
4575,UA000519,4219,III
4576,UA000542,3477,II
4577,UA008497,5676,I
4578,UA008582,4425,II
4579,UA006096,5683,III
4580,UA007952,1442,II
4581,UA001363,5908,I
4582,UA008287,279,II
4583,UA005935,5880,III
4584,UA000491,731,II
4585,UA002399,1054,I
4586,UA008746,160,II
4587,UA005477,1876,III
4588,UA000828,463,II
4589,UA008600,1972,I
4590,UA000521,3780,II
4591,UA000363,5950,III
4592,UA003238,3343,II
4593,UA009430,4431,I
4594,UA008187,2586,II
4595,UA008785,621,III
4596,UA008324,5363,II
4597,UA008942,847,I
4598,UA008103,3963,II
4599,UA006114,3591,III
4600,UA006316,304,II
4601,UA000710,3312,I
4602,UA009204,3072,II
4603,UA009623,5472,III
4604,UA007608,1068,II
4605,UA003971,2371,I
4606,UA006990,5642,II
4607,UA004505,4290,III
4608,UA002859,2787,II
4609,UA008951,4731,I
4610,UA010064,2512,II
4611,UA008868,3685,III
4612,UA009127,630,II
4613,UA004573,2224,I
4614,UA002122,5221,II
4615,UA006912,494,III
4616,UA007074,1576,II
4617,UA008173,1775,I
4618,UA002345,1288,II
4619,UA005309,4005,III
4620,UA009899,3107,II
4621,UA002075,4718,I
4622,UA005708,4063,II
4623,UA008710,4404,III
4624,UA006887,1977,II
4625,UA004554,3899,I
4626,UA004279,337,II
4627,UA000507,4091,III
4628,UA009281,1101,II
4629,UA007660,4323,I
4630,UA003922,4505,II
4631,UA007418,4274,III
4632,UA000772,81,II
4633,UA004848,2220,I
4634,UA008291,2642,II
4635,UA001801,958,III
4636,UA009559,993,II
4637,UA009103,4034,I
4638,UA003152,1757,II
4639,UA005660,3213,III
4640,UA003465,4790,II
4641,UA000533,5249,I
4642,UA003535,3318,II
4643,UA004953,4837,III
4644,UA002043,817,II
4645,UA002275,3054,I
4646,UA006394,1693,II
4647,UA003473,3422,III
4648,UA010000,3532,II
4649,UA000275,2766,I
4650,UA002289,794,II
4651,UA007244,2517,III
4652,UA009076,2349,II
4653,UA006845,2944,I
4654,UA006904,1318,II
4655,UA001501,3849,III
4656,UA004272,2230,II
4657,UA005803,511,I
4658,UA006308,1138,II
4659,UA001132,849,III
4660,UA005029,395,II
4661,UA009841,3604,I
4662,UA005508,4815,II
4663,UA003241,2707,III
4664,UA002690,4066,II
4665,UA001916,5077,I
4666,UA006841,1264,II
4667,UA003021,4005,III
4668,UA008209,4758,II
4669,UA009534,3590,I
4670,UA005807,2013,II
4671,UA006023,5600,III
4672,UA007501,447,II
4673,UA000240,4284,I
4674,UA007032,2360,II
4675,UA004516,5741,III
4676,UA007798,5909,II
4677,UA001547,764,I
4678,UA002592,5752,II
4679,UA004437,2364,III
