UserAccountId,LastLoginDate,LastJobApplyDate,LastJobPostDate
UA005527,2018-07-24,2018-07-24,NULL
UA005528,2018-05-22,2018-05-22,NULL
UA005529,2018-08-20,2018-08-20,NULL
UA005530,2018-07-10,2018-07-10,NULL
UA005531,2018-09-28,2018-09-28,NULL
UA005532,2018-09-07,2018-09-07,NULL
UA005533,2018-06-03,2018-06-03,NULL
UA005534,2017-06-24,NULL,NULL
UA005535,2018-09-22,2018-09-22,NULL
UA005536,2018-08-21,2018-08-21,NULL
UA005537,2018-06-17,2018-06-17,NULL
UA005538,2018-07-30,2018-07-30,NULL
UA005539,2018-06-05,2018-06-05,NULL
UA005540,2018-06-15,2018-06-15,NULL
UA005541,2017-05-18,NULL,NULL
UA005542,2018-09-04,2018-09-04,NULL
UA005543,2017-02-18,NULL,NULL
UA005544,2018-08-17,2018-08-17,NULL
UA005545,2017-11-07,NULL,NULL
UA005546,2018-09-23,2018-09-23,NULL
UA005547,2018-08-15,2018-08-15,NULL
UA005548,2017-12-07,NULL,NULL
UA005549,2018-09-24,2018-09-24,NULL
UA005550,2017-03-07,NULL,NULL
UA005551,2018-08-23,2018-08-23,NULL
UA005552,2018-09-11,2018-09-11,NULL
UA005553,2018-05-26,2018-05-26,NULL
UA005554,2018-05-25,2018-05-25,NULL
UA005555,2017-11-10,NULL,NULL
UA005556,2018-08-30,2018-08-30,NULL
UA005557,2018-07-19,2018-07-19,NULL
UA005558,2017-11-26,NULL,NULL
UA005559,2018-06-07,2018-06-07,NULL
UA005560,2017-04-02,NULL,NULL
UA005561,2017-01-07,NULL,NULL
UA005562,2017-09-26,NULL,NULL
UA005563,2018-06-02,2018-06-02,NULL
UA005564,2018-09-25,2018-09-25,NULL
UA005565,2018-07-24,2018-07-24,NULL
UA005566,2018-09-25,2018-09-25,NULL
UA005567,2018-09-20,2018-09-20,NULL
UA005568,2018-08-16,2018-08-16,NULL
UA005569,2018-06-29,2018-06-29,NULL
UA005570,2017-04-25,NULL,NULL
UA005571,2018-08-11,2018-08-11,NULL
UA005572,2018-09-03,2018-09-03,NULL
UA005573,2018-09-16,2018-09-16,NULL
UA005574,2018-10-01,2018-10-01,NULL
UA005575,2018-09-03,2018-09-03,NULL
UA005576,2018-09-28,2018-09-28,NULL
UA005577,2018-06-29,2018-06-29,NULL
UA005578,2018-07-16,2018-07-16,NULL
UA005579,2018-09-17,2018-09-17,NULL
UA005580,2018-09-08,2018-09-08,NULL
UA005581,2018-07-26,2018-07-26,NULL
UA005582,2018-08-10,2018-08-10,NULL
UA005583,2018-08-15,2018-08-15,NULL
UA005584,2017-06-18,NULL,NULL
UA005585,2018-07-20,2018-07-20,NULL
UA005586,2018-09-05,2018-09-05,NULL
UA005587,2018-09-27,2018-09-27,NULL
UA005588,2017-08-28,NULL,NULL
UA005589,2017-12-10,NULL,NULL
UA005590,2018-06-03,2018-06-03,NULL
UA005591,2018-08-07,2018-08-07,NULL
UA005592,2018-09-21,2018-09-21,NULL
UA005593,2018-09-17,2018-09-17,NULL
UA005594,2018-05-03,2018-05-03,NULL
UA005595,2017-04-28,NULL,NULL
UA005596,2018-07-05,2018-07-05,NULL
UA005597,2018-09-13,2018-09-13,NULL
UA005598,2018-06-15,2018-06-15,NULL
UA005599,2018-05-27,2018-05-27,NULL
UA005600,2017-07-21,NULL,NULL
UA005601,2017-08-06,NULL,NULL
UA005602,2018-08-06,2018-08-06,NULL
UA005603,2018-10-01,2018-10-01,NULL
UA005604,2018-08-08,2018-08-08,NULL
UA005605,2018-07-29,2018-07-29,NULL
UA005606,2017-04-21,NULL,NULL
UA005607,2018-08-08,2018-08-08,NULL
UA005608,2018-06-10,2018-06-10,NULL
UA005609,2018-09-02,2018-09-02,NULL
UA005610,2017-01-23,NULL,NULL
UA005611,2018-09-25,2018-09-25,NULL
UA005612,2018-08-04,2018-08-04,NULL
UA005613,2018-09-25,2018-09-25,NULL
UA005614,2018-07-04,2018-07-04,NULL
UA005615,2018-08-19,2018-08-19,NULL
UA005616,2018-09-18,2018-09-18,NULL
UA005617,2018-07-25,2018-07-25,NULL
UA005618,2018-09-26,2018-09-26,NULL
UA005619,2018-08-21,2018-08-21,NULL
UA005620,2018-09-09,2018-09-09,NULL
UA005621,2018-09-16,2018-09-16,NULL
UA005622,2018-09-03,2018-09-03,NULL
UA005623,2018-05-13,2018-05-13,NULL
UA005624,2018-08-10,2018-08-10,NULL
UA005625,2018-09-30,2018-09-30,NULL
UA005626,2018-05-09,2018-05-09,NULL
UA005627,2018-09-27,2018-09-27,NULL
UA005628,2018-10-01,2018-10-01,NULL
UA005629,2018-09-17,2018-09-17,NULL
UA005630,2017-07-22,NULL,NULL
UA005631,2018-07-11,2018-07-11,NULL
UA005632,2018-07-30,2018-07-30,NULL
UA005633,2018-09-01,2018-09-01,NULL
UA005634,2018-08-19,2018-08-19,NULL
UA005635,2018-06-22,2018-06-22,NULL
UA005636,2018-07-06,2018-07-06,NULL
UA005637,2018-08-03,2018-08-03,NULL
UA005638,2018-09-25,2018-09-25,NULL
UA005639,2018-08-25,2018-08-25,NULL
UA005640,2017-11-09,NULL,NULL
UA005641,2018-06-02,2018-06-02,NULL
UA005642,2018-08-22,2018-08-22,NULL
UA005643,2018-09-21,2018-09-21,NULL
UA005644,2018-09-09,2018-09-09,NULL
UA005645,2018-06-04,2018-06-04,NULL
UA005646,2017-10-10,NULL,NULL
UA005647,2017-12-17,NULL,NULL
UA005648,2018-09-02,2018-09-02,NULL
UA005649,2018-08-30,2018-08-30,NULL
UA005650,2017-10-19,NULL,NULL
UA005651,2017-07-19,NULL,NULL
UA005652,2018-09-25,2018-09-25,NULL
UA005653,2018-08-14,2018-08-14,NULL
UA005654,2018-09-08,2018-09-08,NULL
UA005655,2018-09-19,2018-09-19,NULL
UA005656,2017-02-06,NULL,NULL
UA005657,2018-06-16,2018-06-16,NULL
UA005658,2018-09-21,2018-09-21,NULL
UA005659,2018-08-08,2018-08-08,NULL
UA005660,2018-09-10,2018-09-10,NULL
UA005661,2017-11-23,NULL,NULL
UA005662,2018-08-25,2018-08-25,NULL
UA005663,2018-08-01,2018-08-01,NULL
UA005664,2018-07-01,2018-07-01,NULL
UA005665,2017-01-08,NULL,NULL
UA005666,2018-08-08,2018-08-08,NULL
UA005667,2018-06-25,2018-06-25,NULL
UA005668,2018-09-20,2018-09-20,NULL
UA005669,2018-05-28,2018-05-28,NULL
UA005670,2017-02-16,NULL,NULL
UA005671,2018-07-23,2018-07-23,NULL
UA005672,2018-09-29,2018-09-29,NULL
UA005673,2017-06-05,NULL,NULL
UA005674,2018-08-18,2018-08-18,NULL
UA005675,2017-03-09,NULL,NULL
UA005676,2017-09-11,NULL,NULL
UA005677,2018-07-21,2018-07-21,NULL
UA005678,2017-01-17,NULL,NULL
UA005679,2018-09-10,2018-09-10,NULL
UA005680,2018-06-06,2018-06-06,NULL
UA005681,2018-07-16,2018-07-16,NULL
UA005682,2017-08-26,NULL,NULL
UA005683,2018-07-14,2018-07-14,NULL
UA005684,2018-08-16,2018-08-16,NULL
UA005685,2018-07-13,2018-07-13,NULL
UA005686,2017-07-09,NULL,NULL
UA005687,2018-08-24,2018-08-24,NULL
UA005688,2018-09-27,2018-09-27,NULL
UA005689,2017-06-23,NULL,NULL
UA005690,2018-09-23,2018-09-23,NULL
UA005691,2018-08-20,2018-08-20,NULL
UA005692,2018-08-28,2018-08-28,NULL
UA005693,2018-09-10,2018-09-10,NULL
UA005694,2017-10-22,NULL,NULL
UA005695,2018-08-24,2018-08-24,NULL
UA005696,2018-07-02,2018-07-02,NULL
UA005697,2018-09-09,2018-09-09,NULL
UA005698,2018-09-25,2018-09-25,NULL
UA005699,2018-09-17,2018-09-17,NULL
UA005700,2018-05-12,2018-05-12,NULL
UA005701,2018-06-08,2018-06-08,NULL
UA005702,2018-06-08,2018-06-08,NULL
UA005703,2017-11-05,NULL,NULL
UA005704,2018-10-01,2018-10-01,NULL
UA005705,2018-05-02,2018-05-02,NULL
UA005706,2018-08-24,2018-08-24,NULL
UA005707,2018-08-17,2018-08-17,NULL
UA005708,2018-05-23,2018-05-23,NULL
UA005709,2018-07-18,2018-07-18,NULL
UA005710,2018-06-13,2018-06-13,NULL
UA005711,2018-06-16,2018-06-16,NULL
UA005712,2017-05-27,NULL,NULL
UA005713,2018-07-30,2018-07-30,NULL
UA005714,2018-09-20,2018-09-20,NULL
UA005715,2018-09-16,2018-09-16,NULL
UA005716,2017-09-14,NULL,NULL
UA005717,2018-09-05,2018-09-05,NULL
UA005718,2018-09-26,2018-09-26,NULL
UA005719,2018-09-06,2018-09-06,NULL
UA005720,2018-09-25,2018-09-25,NULL
UA005721,2018-06-21,2018-06-21,NULL
UA005722,2018-07-09,2018-07-09,NULL
UA005723,2018-05-22,2018-05-22,NULL
UA005724,2018-06-05,2018-06-05,NULL
UA005725,2018-08-19,2018-08-19,NULL
UA005726,2018-07-07,2018-07-07,NULL
UA005727,2018-07-27,2018-07-27,NULL
UA005728,2017-11-03,NULL,NULL
UA005729,2018-09-26,2018-09-26,NULL
UA005730,2017-07-30,NULL,NULL
UA005731,2018-06-06,2018-06-06,NULL
UA005732,2018-07-08,2018-07-08,NULL
UA005733,2017-12-11,NULL,NULL
UA005734,2018-09-21,2018-09-21,NULL
UA005735,2017-11-09,NULL,NULL
UA005736,2018-07-29,2018-07-29,NULL
UA005737,2018-08-29,2018-08-29,NULL
UA005738,2018-09-13,2018-09-13,NULL
UA005739,2017-05-23,NULL,NULL
UA005740,2017-12-24,NULL,NULL
UA005741,2018-09-24,2018-09-24,NULL
UA005742,2018-06-09,2018-06-09,NULL
UA005743,2018-09-08,2018-09-08,NULL
UA005744,2018-05-08,2018-05-08,NULL
UA005745,2018-07-19,2018-07-19,NULL
UA005746,2018-08-25,2018-08-25,NULL
UA005747,2017-08-30,NULL,NULL
UA005748,2018-09-21,2018-09-21,NULL
UA005749,2018-08-13,2018-08-13,NULL
UA005750,2018-08-09,2018-08-09,NULL
UA005751,2018-06-03,2018-06-03,NULL
UA005752,2018-09-11,2018-09-11,NULL
UA005753,2017-07-11,NULL,NULL
UA005754,2018-07-28,2018-07-28,NULL
UA005755,2018-08-21,2018-08-21,NULL
UA005756,2017-09-28,NULL,NULL
UA005757,2018-08-23,2018-08-23,NULL
UA005758,2017-10-07,NULL,NULL
UA005759,2018-07-22,2018-07-22,NULL
UA005760,2017-02-17,NULL,NULL
UA005761,2018-07-14,2018-07-14,NULL
UA005762,2017-08-31,NULL,NULL
UA005763,2018-09-11,2018-09-11,NULL
UA005764,2018-08-13,2018-08-13,NULL
UA005765,2018-09-20,2018-09-20,NULL
UA005766,2018-05-12,2018-05-12,NULL
UA005767,2018-06-11,2018-06-11,NULL
UA005768,2018-07-17,2018-07-17,NULL
UA005769,2018-08-06,2018-08-06,NULL
UA005770,2018-09-09,2018-09-09,NULL
UA005771,2018-08-12,2018-08-12,NULL
UA005772,2018-08-10,2018-08-10,NULL
UA005773,2018-05-21,2018-05-21,NULL
UA005774,2018-06-11,2018-06-11,NULL
UA005775,2018-08-22,2018-08-22,NULL
UA005776,2018-01-01,NULL,NULL
UA005777,2018-09-21,2018-09-21,NULL
UA005778,2018-09-25,2018-09-25,NULL
UA005779,2017-05-13,NULL,NULL
UA005780,2018-08-18,2018-08-18,NULL
UA005781,2018-08-13,2018-08-13,NULL
UA005782,2018-07-19,2018-07-19,NULL
UA005783,2018-09-21,2018-09-21,NULL
UA005784,2018-08-25,2018-08-25,NULL
UA005785,2018-09-18,2018-09-18,NULL
UA005786,2018-09-30,2018-09-30,NULL
UA005787,2017-03-14,NULL,NULL
UA005788,2018-06-07,2018-06-07,NULL
UA005789,2017-03-27,NULL,NULL
UA005790,2018-08-26,2018-08-26,NULL
UA005791,2018-07-19,2018-07-19,NULL
UA005792,2018-09-06,2018-09-06,NULL
UA005793,2018-05-14,2018-05-14,NULL
UA005794,2017-01-19,NULL,NULL
UA005795,2017-07-07,NULL,NULL
UA005796,2018-07-14,2018-07-14,NULL
UA005797,2018-07-21,2018-07-21,NULL
UA005798,2017-05-07,NULL,NULL
UA005799,2018-08-26,2018-08-26,NULL
UA005800,2018-08-04,2018-08-04,NULL
UA005801,2018-08-26,2018-08-26,NULL
UA005802,2017-02-10,NULL,NULL
UA005803,2018-05-28,2018-05-28,NULL
UA005804,2018-09-20,2018-09-20,NULL
UA005805,2017-11-24,NULL,NULL
UA005806,2018-09-14,2018-09-14,NULL
UA005807,2017-06-09,NULL,NULL
UA005808,2018-09-30,2018-09-30,NULL
UA005809,2018-08-24,2018-08-24,NULL
UA005810,2018-08-16,2018-08-16,NULL
UA005811,2018-08-05,2018-08-05,NULL
UA005812,2018-06-23,2018-06-23,NULL
UA005813,2018-07-04,2018-07-04,NULL
UA005814,2018-08-04,2018-08-04,NULL
UA005815,2018-09-25,2018-09-25,NULL
UA005816,2017-06-08,NULL,NULL
UA005817,2017-08-07,NULL,NULL
UA005818,2018-09-26,2018-09-26,NULL
UA005819,2018-08-20,2018-08-20,NULL
UA005820,2018-09-09,2018-09-09,NULL
UA005821,2017-01-22,NULL,NULL
UA005822,2018-08-19,2018-08-19,NULL
UA005823,2018-09-08,2018-09-08,NULL
UA005824,2018-09-19,2018-09-19,NULL
UA005825,2018-06-30,2018-06-30,NULL
UA005826,2018-07-16,2018-07-16,NULL
UA005827,2018-07-05,2018-07-05,NULL
UA005828,2018-09-09,2018-09-09,NULL
UA005829,2017-03-25,NULL,NULL
UA005830,2017-08-25,NULL,NULL
UA005831,2018-07-07,2018-07-07,NULL
UA005832,2018-08-16,2018-08-16,NULL
UA005833,2017-11-05,NULL,NULL
UA005834,2018-09-02,2018-09-02,NULL
UA005835,2017-02-02,NULL,NULL
UA005836,2017-07-23,NULL,NULL
UA005837,2017-01-18,NULL,NULL
UA005838,2018-07-26,2018-07-26,NULL
UA005839,2018-09-28,2018-09-28,NULL
UA005840,2018-07-22,2018-07-22,NULL
UA005841,2018-06-18,2018-06-18,NULL
UA005842,2018-05-17,2018-05-17,NULL
UA005843,2018-07-06,2018-07-06,NULL
UA005844,2018-08-18,2018-08-18,NULL
UA005845,2018-09-29,2018-09-29,NULL
UA005846,2018-09-20,2018-09-20,NULL
UA005847,2018-08-01,2018-08-01,NULL
UA005848,2018-08-17,2018-08-17,NULL
UA005849,2018-07-21,2018-07-21,NULL
UA005850,2017-08-04,NULL,NULL
UA005851,2017-03-09,NULL,NULL
UA005852,2018-07-31,2018-07-31,NULL
UA005853,2018-08-06,2018-08-06,NULL
UA005854,2017-01-27,NULL,NULL
UA005855,2018-09-30,2018-09-30,NULL
UA005856,2017-10-23,NULL,NULL
UA005857,2018-07-16,2018-07-16,NULL
UA005858,2018-06-13,2018-06-13,NULL
UA005859,2018-05-19,2018-05-19,NULL
UA005860,2017-06-08,NULL,NULL
UA005861,2018-07-05,2018-07-05,NULL
UA005862,2017-03-14,NULL,NULL
UA005863,2018-09-29,2018-09-29,NULL
UA005864,2017-08-16,NULL,NULL
UA005865,2018-09-27,2018-09-27,NULL
UA005866,2018-07-04,2018-07-04,NULL
UA005867,2017-10-16,NULL,NULL
UA005868,2018-09-30,2018-09-30,NULL
UA005869,2018-09-23,2018-09-23,NULL
UA005870,2018-09-22,2018-09-22,NULL
UA005871,2017-09-20,NULL,NULL
UA005872,2018-08-27,2018-08-27,NULL
UA005873,2018-09-03,2018-09-03,NULL
UA005874,2017-12-22,NULL,NULL
UA005875,2018-05-19,2018-05-19,NULL
UA005876,2018-07-20,2018-07-20,NULL
UA005877,2018-08-21,2018-08-21,NULL
UA005878,2017-01-16,NULL,NULL
UA005879,2018-08-29,2018-08-29,NULL
UA005880,2018-08-21,2018-08-21,NULL
UA005881,2018-09-27,2018-09-27,NULL
UA005882,2018-08-16,2018-08-16,NULL
UA005883,2018-07-05,2018-07-05,NULL
UA005884,2018-06-29,2018-06-29,NULL
UA005885,2017-03-11,NULL,NULL
UA005886,2018-05-11,2018-05-11,NULL
UA005887,2018-09-26,2018-09-26,NULL
UA005888,2018-09-24,2018-09-24,NULL
UA005889,2018-08-14,2018-08-14,NULL
UA005890,2018-09-06,2018-09-06,NULL
UA005891,2017-09-27,NULL,NULL
UA005892,2018-07-22,2018-07-22,NULL
UA005893,2018-08-31,2018-08-31,NULL
UA005894,2017-04-20,NULL,NULL
UA005895,2018-07-27,2018-07-27,NULL
UA005896,2017-04-24,NULL,NULL
UA005897,2018-06-24,2018-06-24,NULL
UA005898,2018-07-30,2018-07-30,NULL
UA005899,2018-06-12,2018-06-12,NULL
UA005900,2018-08-24,2018-08-24,NULL
UA005901,2018-05-02,2018-05-02,NULL
UA005902,2018-08-25,2018-08-25,NULL
UA005903,2017-03-01,NULL,NULL
UA005904,2018-08-25,2018-08-25,NULL
UA005905,2017-01-09,NULL,NULL
UA005906,2018-07-31,2018-07-31,NULL
UA005907,2018-09-24,2018-09-24,NULL
UA005908,2018-05-05,2018-05-05,NULL
UA005909,2018-09-19,2018-09-19,NULL
UA005910,2018-08-15,2018-08-15,NULL
UA005911,2017-02-18,NULL,NULL
UA005912,2018-07-05,2018-07-05,NULL
UA005913,2018-07-05,2018-07-05,NULL
UA005914,2018-08-26,2018-08-26,NULL
UA005915,2017-10-08,NULL,NULL
UA005916,2018-07-28,2018-07-28,NULL
UA005917,2018-07-15,2018-07-15,NULL
UA005918,2018-08-17,2018-08-17,NULL
UA005919,2018-06-14,2018-06-14,NULL
UA005920,2017-11-21,NULL,NULL
UA005921,2018-07-09,2018-07-09,NULL
UA005922,2017-08-23,NULL,NULL
UA005923,2017-06-03,NULL,NULL
UA005924,2018-06-28,2018-06-28,NULL
UA005925,2018-08-03,2018-08-03,NULL
UA005926,2017-10-16,NULL,NULL
UA005927,2018-09-10,2018-09-10,NULL
UA005928,2017-11-06,NULL,NULL
UA005929,2018-07-02,2018-07-02,NULL
UA005930,2018-09-07,2018-09-07,NULL
UA005931,2018-09-29,2018-09-29,NULL
UA005932,2018-07-17,2018-07-17,NULL
UA005933,2018-06-30,2018-06-30,NULL
UA005934,2017-11-26,NULL,NULL
UA005935,2018-09-19,2018-09-19,NULL
UA005936,2018-09-29,2018-09-29,NULL
UA005937,2018-07-21,2018-07-21,NULL
UA005938,2018-06-29,2018-06-29,NULL
UA005939,2018-07-11,2018-07-11,NULL
UA005940,2018-06-02,2018-06-02,NULL
UA005941,2017-03-21,NULL,NULL
UA005942,2017-05-23,NULL,NULL
UA005943,2018-08-19,2018-08-19,NULL
UA005944,2017-10-23,NULL,NULL
UA005945,2018-08-31,2018-08-31,NULL
UA005946,2018-07-04,2018-07-04,NULL
UA005947,2018-09-17,2018-09-17,NULL
UA005948,2017-05-11,NULL,NULL
UA005949,2018-08-21,2018-08-21,NULL
UA005950,2018-08-23,2018-08-23,NULL
UA005951,2018-06-07,2018-06-07,NULL
UA005952,2017-07-09,NULL,NULL
UA005953,2018-07-26,2018-07-26,NULL
UA005954,2018-07-12,2018-07-12,NULL
UA005955,2018-06-11,2018-06-11,NULL
UA005956,2017-01-07,NULL,NULL
UA005957,2018-05-12,2018-05-12,NULL
UA005958,2017-01-16,NULL,NULL
UA005959,2018-08-12,2018-08-12,NULL
UA005960,2018-05-30,2018-05-30,NULL
UA005961,2017-06-19,NULL,NULL
UA005962,2018-08-11,2018-08-11,NULL
UA005963,2018-08-17,2018-08-17,NULL
UA005964,2018-05-16,2018-05-16,NULL
UA005965,2018-06-07,2018-06-07,NULL
UA005966,2017-01-28,NULL,NULL
UA005967,2017-04-23,NULL,NULL
UA005968,2018-09-19,2018-09-19,NULL
UA005969,2018-09-24,2018-09-24,NULL
UA005970,2018-06-24,2018-06-24,NULL
UA005971,2018-08-25,2018-08-25,NULL
UA005972,2018-08-18,2018-08-18,NULL
UA005973,2018-07-26,2018-07-26,NULL
UA005974,2018-06-30,2018-06-30,NULL
UA005975,2018-06-18,2018-06-18,NULL
UA005976,2018-06-26,2018-06-26,NULL
UA005977,2018-06-15,2018-06-15,NULL
UA005978,2018-05-27,2018-05-27,NULL
UA005979,2018-09-21,2018-09-21,NULL
UA005980,2017-03-01,NULL,NULL
UA005981,2018-06-15,2018-06-15,NULL
UA005982,2017-11-01,NULL,NULL
UA005983,2018-07-20,2018-07-20,NULL
UA005984,2018-08-27,2018-08-27,NULL
UA005985,2018-09-22,2018-09-22,NULL
UA005986,2017-04-12,NULL,NULL
UA005987,2017-05-16,NULL,NULL
UA005988,2017-05-02,NULL,NULL
UA005989,2018-06-07,2018-06-07,NULL
UA005990,2018-09-27,2018-09-27,NULL
UA005991,2017-10-31,NULL,NULL
UA005992,2018-10-01,2018-10-01,NULL
UA005993,2018-09-08,2018-09-08,NULL
UA005994,2018-07-16,2018-07-16,NULL
UA005995,2017-06-02,NULL,NULL
UA005996,2018-07-31,2018-07-31,NULL
UA005997,2018-08-22,2018-08-22,NULL
UA005998,2018-09-01,2018-09-01,NULL
UA005999,2018-08-16,2018-08-16,NULL
UA006000,2018-09-08,2018-09-08,NULL
UA006001,2017-02-20,NULL,NULL
UA006002,2018-09-18,2018-09-18,NULL
UA006003,2018-09-25,2018-09-25,NULL
UA006004,2018-06-14,2018-06-14,NULL
UA006005,2018-07-27,2018-07-27,NULL
UA006006,2017-04-05,NULL,NULL
UA006007,2018-09-24,2018-09-24,NULL
UA006008,2017-08-29,NULL,NULL
UA006009,2018-06-21,2018-06-21,NULL
UA006010,2017-05-14,NULL,NULL
UA006011,2018-09-08,2018-09-08,NULL
UA006012,2018-09-20,2018-09-20,NULL
UA006013,2018-06-26,2018-06-26,NULL
UA006014,2017-10-18,NULL,NULL
UA006015,2018-09-29,2018-09-29,NULL
UA006016,2018-07-30,2018-07-30,NULL
UA006017,2018-09-13,2018-09-13,NULL
UA006018,2018-07-14,2018-07-14,NULL
UA006019,2018-05-05,2018-05-05,NULL
UA006020,2018-09-30,2018-09-30,NULL
UA006021,2018-08-26,2018-08-26,NULL
UA006022,2018-07-31,2018-07-31,NULL
UA006023,2018-09-26,2018-09-26,NULL
UA006024,2018-09-09,2018-09-09,NULL
UA006025,2018-09-07,2018-09-07,NULL
UA006026,2018-09-13,2018-09-13,NULL
UA006027,2017-03-02,NULL,NULL
UA006028,2018-08-19,2018-08-19,NULL
UA006029,2018-05-16,2018-05-16,NULL
UA006030,2018-09-15,2018-09-15,NULL
UA006031,2017-10-02,NULL,NULL
UA006032,2018-06-09,2018-06-09,NULL
UA006033,2018-08-10,2018-08-10,NULL
UA006034,2018-08-19,2018-08-19,NULL
UA006035,2018-09-18,2018-09-18,NULL
UA006036,2018-06-16,2018-06-16,NULL
UA006037,2017-11-23,NULL,NULL
UA006038,2018-09-30,2018-09-30,NULL
UA006039,2018-06-21,2018-06-21,NULL
UA006040,2018-07-04,2018-07-04,NULL
UA006041,2018-05-03,2018-05-03,NULL
UA006042,2017-08-26,NULL,NULL
UA006043,2018-08-20,2018-08-20,NULL
UA006044,2018-09-07,2018-09-07,NULL
UA006045,2017-03-25,NULL,NULL
UA006046,2018-05-25,2018-05-25,NULL
UA006047,2018-07-06,2018-07-06,NULL
UA006048,2017-02-19,NULL,NULL
UA006049,2018-08-05,2018-08-05,NULL
UA006050,2018-09-05,2018-09-05,NULL
UA006051,2017-04-12,NULL,NULL
UA006052,2018-07-09,2018-07-09,NULL
UA006053,2018-09-17,2018-09-17,NULL
UA006054,2018-05-10,2018-05-10,NULL
UA006055,2018-09-20,2018-09-20,NULL
UA006056,2018-08-23,2018-08-23,NULL
UA006057,2018-05-11,2018-05-11,NULL
UA006058,2018-05-20,2018-05-20,NULL
UA006059,2018-09-04,2018-09-04,NULL
UA006060,2018-07-01,2018-07-01,NULL
UA006061,2018-08-16,2018-08-16,NULL
UA006062,2017-06-30,NULL,NULL
UA006063,2017-12-03,NULL,NULL
UA006064,2018-05-08,2018-05-08,NULL
UA006065,2018-10-01,2018-10-01,NULL
UA006066,2017-06-01,NULL,NULL
UA006067,2018-07-13,2018-07-13,NULL
UA006068,2017-03-27,NULL,NULL
UA006069,2017-12-27,NULL,NULL
UA006070,2017-02-08,NULL,NULL
UA006071,2018-06-23,2018-06-23,NULL
UA006072,2018-08-08,2018-08-08,NULL
UA006073,2017-12-10,NULL,NULL
UA006074,2018-05-07,2018-05-07,NULL
UA006075,2018-09-04,2018-09-04,NULL
UA006076,2018-09-25,2018-09-25,NULL
UA006077,2018-08-27,2018-08-27,NULL
UA006078,2018-09-24,2018-09-24,NULL
UA006079,2018-09-14,2018-09-14,NULL
UA006080,2018-08-03,2018-08-03,NULL
UA006081,2018-09-01,2018-09-01,NULL
UA006082,2018-01-01,NULL,NULL
UA006083,2018-08-18,2018-08-18,NULL
UA006084,2018-06-24,2018-06-24,NULL
UA006085,2018-07-08,2018-07-08,NULL
UA006086,2017-09-07,NULL,NULL
UA006087,2017-07-19,NULL,NULL
UA006088,2018-09-17,2018-09-17,NULL
UA006089,2018-05-27,2018-05-27,NULL
UA006090,2017-10-26,NULL,NULL
UA006091,2018-09-09,2018-09-09,NULL
UA006092,2018-08-14,2018-08-14,NULL
UA006093,2018-09-30,2018-09-30,NULL
UA006094,2018-08-07,2018-08-07,NULL
UA006095,2018-09-27,2018-09-27,NULL
UA006096,2018-09-14,2018-09-14,NULL
UA006097,2018-09-03,2018-09-03,NULL
UA006098,2018-06-19,2018-06-19,NULL
UA006099,2018-09-20,2018-09-20,NULL
UA006100,2018-05-23,2018-05-23,NULL
UA006101,2018-09-19,2018-09-19,NULL
UA006102,2018-05-28,2018-05-28,NULL
UA006103,2017-05-13,NULL,NULL
UA006104,2018-08-10,2018-08-10,NULL
UA006105,2018-09-19,2018-09-19,NULL
UA006106,2018-09-13,2018-09-13,NULL
UA006107,2018-06-11,2018-06-11,NULL
UA006108,2018-05-02,2018-05-02,NULL
UA006109,2018-06-30,2018-06-30,NULL
UA006110,2018-09-23,2018-09-23,NULL
UA006111,2018-07-18,2018-07-18,NULL
UA006112,2017-09-10,NULL,NULL
UA006113,2017-04-14,NULL,NULL
UA006114,2018-05-14,2018-05-14,NULL
UA006115,2018-09-20,2018-09-20,NULL
UA006116,2017-12-30,NULL,NULL
UA006117,2017-08-29,NULL,NULL
UA006118,2017-05-10,NULL,NULL
UA006119,2018-08-17,2018-08-17,NULL
UA006120,2018-07-25,2018-07-25,NULL
UA006121,2017-08-08,NULL,NULL
UA006122,2018-05-24,2018-05-24,NULL
UA006123,2018-07-20,2018-07-20,NULL
UA006124,2018-05-12,2018-05-12,NULL
UA006125,2018-09-03,2018-09-03,NULL
UA006126,2018-09-12,2018-09-12,NULL
UA006127,2018-08-16,2018-08-16,NULL
UA006128,2018-07-05,2018-07-05,NULL
UA006129,2018-09-29,2018-09-29,NULL
UA006130,2018-09-28,2018-09-28,NULL
UA006131,2017-08-31,NULL,NULL
UA006132,2017-09-21,NULL,NULL
UA006133,2018-08-25,2018-08-25,NULL
UA006134,2018-08-23,2018-08-23,NULL
UA006135,2018-07-01,2018-07-01,NULL
UA006136,2018-05-04,2018-05-04,NULL
UA006137,2018-09-12,2018-09-12,NULL
UA006138,2018-08-30,2018-08-30,NULL
UA006139,2018-05-03,2018-05-03,NULL
UA006140,2018-09-02,2018-09-02,NULL
UA006141,2018-09-11,2018-09-11,NULL
UA006142,2017-01-24,NULL,NULL
UA006143,2017-06-30,NULL,NULL
UA006144,2018-06-04,2018-06-04,NULL
UA006145,2018-07-12,2018-07-12,NULL
UA006146,2018-07-13,2018-07-13,NULL
UA006147,2018-07-25,2018-07-25,NULL
UA006148,2018-06-22,2018-06-22,NULL
UA006149,2018-06-17,2018-06-17,NULL
UA006150,2018-08-03,2018-08-03,NULL
UA006151,2018-09-26,2018-09-26,NULL
UA006152,2017-11-22,NULL,NULL
