UserAccountId,Industry,CurrentSalary,SalaryUnit,Resume
UA002697,"ATMOSPHERIC AND SPACE SCIENTISTS","65,000.00",Year,NULL
UA002698,"SOFTWARE DEVELOPERS, APPLICATIONS","110,000.00",Year,NULL
UA002699,"SOFTWARE DEVELOPERS, APPLICATIONS","131,165.00",Year,NULL
UA002700,"COMPUTER SYSTEMS ANALYSTS",40.00,Hour,NULL
UA002701,"COMPUTER OCCUPATIONS, ALL OTHER","158,387.00",Year,NULL
UA002702,"GENERAL AND OPERATIONS MANAGERS","111,095.02",Year,NULL
UA002703,"OPERATIONS RESEARCH ANALYSTS","111,051.00",Year,NULL
UA002704,"SOFTWARE DEVELOPERS, APPLICATIONS","160,000.00",Year,NULL
UA002705,"COMPUTER SYSTEMS ANALYSTS","110,000.00",Year,NULL
UA002706,"SOFTWARE DEVELOPERS, APPLICATIONS","90,646.00",Year,NULL
UA002707,"COMPUTER SYSTEMS ANALYSTS","72,000.00",Year,NULL
UA002708,"INFORMATION SECURITY ANALYSTS","86,200.00",Year,NULL
UA002709,"DATABASE ADMINISTRATORS","81,162.00",Year,NULL
UA002710,"COMPUTER PROGRAMMERS","67,101.00",Year,NULL
UA002711,"OPERATIONS RESEARCH ANALYSTS","151,180.00",Year,NULL
UA002712,"COMPUTER SYSTEMS ANALYSTS","62,650.00",Year,NULL
UA002713,"COMPUTER SYSTEMS ANALYSTS","225,000.00",Year,NULL
UA002714,"FINANCIAL ANALYSTS","118,789.00",Year,NULL
UA002715,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","90,000.00",Year,NULL
UA002716,"COMPUTER SYSTEMS ANALYSTS","82,500.00",Year,NULL
UA002717,"SOFTWARE DEVELOPERS, APPLICATIONS","124,112.00",Year,NULL
UA002718,"SOFTWARE DEVELOPERS, APPLICATIONS","92,019.00",Year,NULL
UA002719,"SOFTWARE DEVELOPERS, APPLICATIONS","91,000.00",Year,NULL
UA002720,"INTERIOR DESIGNERS","60,000.00",Year,NULL
UA002721,"SOFTWARE DEVELOPERS, APPLICATIONS","136,352.00",Year,NULL
UA002722,"COMPUTER SYSTEMS ANALYSTS","130,000.00",Year,NULL
UA002723,"COMPUTER SYSTEMS ANALYSTS","94,494.00",Year,NULL
UA002724,"SOFTWARE DEVELOPERS, APPLICATIONS","92,800.00",Year,NULL
UA002725,"COMPUTER SYSTEMS ANALYSTS","92,800.00",Year,NULL
UA002726,"COMPUTER OCCUPATIONS, ALL OTHER","120,000.00",Year,NULL
UA002727,"CIVIL ENGINEERS","80,205.00",Year,NULL
UA002728,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","100,000.00",Year,NULL
UA002729,"MANAGEMENT ANALYSTS","100,000.00",Year,NULL
UA002730,"MANAGEMENT ANALYSTS","105,800.00",Year,NULL
UA002731,"MANAGEMENT ANALYSTS","105,800.00",Year,NULL
UA002732,"COMPUTER OCCUPATIONS, ALL OTHER","65,998.00",Year,NULL
UA002733,"SOFTWARE DEVELOPERS, APPLICATIONS","93,621.00",Year,NULL
UA002734,"COMPUTER OCCUPATIONS, ALL OTHER","69,701.00",Year,NULL
UA002735,"COMPUTER OCCUPATIONS, ALL OTHER","97,323.00",Year,NULL
UA002736,"ACCOUNTANTS AND AUDITORS","60,770.00",Year,NULL
UA002737,"COMPUTER PROGRAMMERS","75,941.00",Year,NULL
UA002738,"COMPUTER OCCUPATIONS, ALL OTHER","96,325.00",Year,NULL
UA002739,"DATABASE ADMINISTRATORS","124,000.00",Year,NULL
UA002740,EDITORS,"90,000.00",Year,NULL
UA002741,"MANAGEMENT ANALYSTS","62,200.00",Year,NULL
UA002742,"SOFTWARE DEVELOPERS, APPLICATIONS","92,000.00",Year,NULL
UA002743,"SOFTWARE DEVELOPERS, APPLICATIONS","115,893.18",Year,NULL
UA002744,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","47,484.00",Year,NULL
UA002745,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA002746,"SOFTWARE DEVELOPERS, APPLICATIONS","98,000.00",Year,NULL
UA002747,"FINANCIAL ANALYSTS","66,934.00",Year,NULL
UA002748,"SOFTWARE DEVELOPERS, APPLICATIONS","185,000.00",Year,NULL
UA002749,"DATABASE ADMINISTRATORS","111,000.00",Year,NULL
UA002750,"PHYSICIANS AND SURGEONS, ALL OTHER","143,000.00",Year,NULL
UA002751,"SOFTWARE DEVELOPERS, APPLICATIONS","105,036.00",Year,NULL
UA002752,"COMPUTER OCCUPATIONS, ALL OTHER","96,500.00",Year,NULL
UA002753,"COMPUTER SYSTEMS ANALYSTS","115,000.00",Year,NULL
UA002754,"SOFTWARE DEVELOPERS, APPLICATIONS",43.58,Hour,NULL
UA002755,"COMPUTER SYSTEMS ANALYSTS","115,000.00",Year,NULL
UA002756,"COMPUTER SYSTEMS ANALYSTS","115,000.00",Year,NULL
UA002757,"COMPUTER OCCUPATIONS, ALL OTHER","88,317.00",Year,NULL
UA002758,"COMPUTER PROGRAMMERS","75,000.00",Year,NULL
UA002759,"COMPUTER OCCUPATIONS, ALL OTHER","78,433.00",Year,NULL
UA002760,"COMPUTER OCCUPATIONS, ALL OTHER","72,218.00",Year,NULL
UA002761,"TEACHERS AND INSTRUCTORS, ALL OTHER","31,110.00",Year,NULL
UA002762,"SOFTWARE DEVELOPERS, APPLICATIONS","105,000.00",Year,NULL
UA002763,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",70.00,Hour,NULL
UA002764,"COMPUTER OCCUPATIONS, ALL OTHER","84,000.00",Year,NULL
UA002765,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",48.71,Hour,NULL
UA002766,"COMPUTER PROGRAMMERS","84,490.00",Year,NULL
UA002767,"MANAGEMENT ANALYSTS","68,598.00",Year,NULL
UA002768,"COMPUTER OCCUPATIONS, ALL OTHER","69,701.00",Year,NULL
UA002769,"SOFTWARE DEVELOPERS, APPLICATIONS","133,900.00",Year,NULL
UA002770,"COMPUTER OCCUPATIONS, ALL OTHER","97,000.00",Year,NULL
UA002771,"COMPUTER PROGRAMMERS","80,000.00",Year,NULL
UA002772,"COMPUTER SYSTEMS ANALYSTS","76,918.00",Year,NULL
UA002773,"COMPUTER SYSTEMS ANALYSTS","99,195.00",Year,NULL
UA002774,"SOFTWARE DEVELOPERS, APPLICATIONS","155,000.00",Year,NULL
UA002775,"SOFTWARE DEVELOPERS, APPLICATIONS","105,000.00",Year,NULL
UA002776,"COMPUTER OCCUPATIONS, ALL OTHER","67,307.00",Year,NULL
UA002777,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","105,000.00",Year,NULL
UA002778,ECONOMISTS,"114,400.00",Year,NULL
UA002779,"FINANCIAL ANALYSTS","90,300.00",Year,NULL
UA002780,"COMPUTER SYSTEMS ANALYSTS","79,414.00",Year,NULL
UA002781,PHARMACISTS,55.33,Hour,NULL
UA002782,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","125,237.00",Year,NULL
UA002783,"COMPUTER SYSTEMS ANALYSTS","86,653.00",Year,NULL
UA002784,"COMPUTER PROGRAMMERS","94,336.00",Year,NULL
UA002785,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","117,461.00",Year,NULL
UA002786,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","128,508.00",Year,NULL
UA002787,"COMPUTER OCCUPATIONS, ALL OTHER","95,000.00",Year,NULL
UA002788,"COMPUTER OCCUPATIONS, ALL OTHER","72,218.00",Year,NULL
UA002789,"ENGINEERING TEACHERS, POSTSECONDARY","96,000.00",Year,NULL
UA002790,"COMPUTER SYSTEMS ANALYSTS","66,000.00",Year,NULL
UA002791,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","101,000.00",Year,NULL
UA002792,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","101,000.00",Year,NULL
UA002793,"COMPUTER PROGRAMMERS",40.41,Hour,NULL
UA002794,"COMPUTER SYSTEMS ANALYSTS","84,000.00",Year,NULL
UA002795,"SOFTWARE DEVELOPERS, APPLICATIONS","82,098.00",Year,NULL
UA002796,"COMPUTER SYSTEMS ANALYSTS","77,314.00",Year,NULL
UA002797,"AIRLINE PILOTS, COPILOTS, AND FLIGHT ENGINEERS","2,625.00",Month,NULL
UA002798,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","180,000.00",Year,NULL
UA002799,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","120,400.00",Year,NULL
UA002800,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","135,000.00",Year,NULL
UA002801,"COMPUTER OCCUPATIONS, ALL OTHER","111,650.00",Year,NULL
UA002802,"COMPUTER OCCUPATIONS, ALL OTHER","88,000.00",Year,NULL
UA002803,"FINANCIAL SPECIALISTS, ALL OTHER","125,000.00",Year,NULL
UA002804,"COMPUTER SYSTEMS ANALYSTS","89,856.00",Year,NULL
UA002805,"OPERATIONS RESEARCH ANALYSTS","150,000.00",Year,NULL
UA002806,"COMPUTER SYSTEMS ANALYSTS","130,000.00",Year,NULL
UA002807,"MANAGEMENT ANALYSTS","80,000.00",Year,NULL
UA002808,"COMPUTER SYSTEMS ANALYSTS","80,000.00",Year,NULL
UA002809,"SOFTWARE DEVELOPERS, APPLICATIONS","122,429.00",Year,NULL
UA002810,"MANAGEMENT ANALYSTS","80,000.00",Year,NULL
UA002811,"COMPUTER SYSTEMS ANALYSTS","78,000.00",Year,NULL
UA002812,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","83,000.00",Year,NULL
UA002813,"COMPUTER SYSTEMS ANALYSTS","91,000.00",Year,NULL
UA002814,"SOFTWARE DEVELOPERS, APPLICATIONS","126,300.00",Year,NULL
UA002815,"COMPUTER SYSTEMS ANALYSTS","75,733.00",Year,NULL
UA002816,"ELECTRICAL ENGINEERS","102,981.24",Year,NULL
UA002817,"COMPUTER SYSTEMS ANALYSTS","110,000.00",Year,NULL
UA002818,PHYSICISTS,"52,000.00",Year,NULL
UA002819,"COMPUTER PROGRAMMERS","62,000.00",Year,NULL
UA002820,"DATABASE ADMINISTRATORS","75,000.00",Year,NULL
UA002821,"COMPUTER SYSTEMS ANALYSTS","114,635.00",Year,NULL
UA002822,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS",65.00,Hour,NULL
UA002823,"COMPUTER PROGRAMMERS","132,000.00",Year,NULL
UA002824,"DATABASE ADMINISTRATORS","77,896.00",Year,NULL
UA002825,"SOFTWARE DEVELOPERS, APPLICATIONS","114,026.00",Year,NULL
UA002826,"SOFTWARE DEVELOPERS, APPLICATIONS","110,000.00",Year,NULL
UA002827,"SOFTWARE DEVELOPERS, APPLICATIONS","82,100.00",Year,NULL
UA002828,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002829,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","82,000.00",Year,NULL
UA002830,"BIOCHEMISTS AND BIOPHYSICISTS","48,435.00",Year,NULL
UA002831,"SOFTWARE DEVELOPERS, APPLICATIONS","86,250.00",Year,NULL
UA002832,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","135,000.00",Year,NULL
UA002833,"COMPUTER SYSTEMS ANALYSTS","87,630.00",Year,NULL
UA002834,"MARKETING MANAGERS","200,000.00",Year,NULL
UA002835,"COMPUTER OCCUPATIONS, ALL OTHER","74,734.00",Year,NULL
UA002836,"SOFTWARE DEVELOPERS, APPLICATIONS","96,086.00",Year,NULL
UA002837,"COMPUTER OCCUPATIONS, ALL OTHER","130,000.00",Year,NULL
UA002838,PHARMACISTS,55.33,Hour,NULL
UA002839,"MATERIALS ENGINEERS","96,699.00",Year,NULL
UA002840,"SOFTWARE DEVELOPERS, APPLICATIONS","126,000.00",Year,NULL
UA002841,"COMPUTER PROGRAMMERS","78,000.00",Year,NULL
UA002842,"SOFTWARE DEVELOPERS, APPLICATIONS","135,283.00",Year,NULL
UA002843,"COMPUTER OCCUPATIONS, ALL OTHER","190,000.00",Year,NULL
UA002844,"SOFTWARE DEVELOPERS, APPLICATIONS","100,000.00",Year,NULL
UA002845,"COMPUTER SYSTEMS ANALYSTS","90,000.00",Year,NULL
UA002846,"SOFTWARE DEVELOPERS, APPLICATIONS","91,000.00",Year,NULL
UA002847,"SOFTWARE DEVELOPERS, APPLICATIONS","164,000.00",Year,NULL
UA002848,"SOFTWARE DEVELOPERS, APPLICATIONS","92,800.00",Year,NULL
UA002849,"COMPUTER OCCUPATIONS, ALL OTHER","82,720.80",Year,NULL
UA002850,"COMPUTER PROGRAMMERS","75,000.00",Year,NULL
UA002851,"PHYSICAL THERAPISTS",34.43,Hour,NULL
UA002852,"SOFTWARE DEVELOPERS, APPLICATIONS","76,211.00",Year,NULL
UA002853,"MECHANICAL ENGINEERS, R&D","65,000.00",Year,NULL
UA002854,"INFORMATION SECURITY ANALYSTS","81,245.00",Year,NULL
UA002855,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL","61,500.00",Year,NULL
UA002856,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","173,000.00",Year,NULL
UA002857,"SOFTWARE DEVELOPERS, APPLICATIONS","91,000.00",Year,NULL
UA002858,"SOFTWARE DEVELOPERS, APPLICATIONS","79,000.00",Year,NULL
UA002859,"COMPUTER PROGRAMMERS","94,000.00",Year,NULL
UA002860,"SOFTWARE DEVELOPERS, APPLICATIONS","93,000.00",Year,NULL
UA002861,"SOFTWARE DEVELOPERS, APPLICATIONS","160,000.00",Year,NULL
UA002862,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","95,742.00",Year,NULL
UA002863,"COMPUTER PROGRAMMERS","80,000.00",Year,NULL
UA002864,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","80,000.00",Year,NULL
UA002865,"COMPUTER SYSTEMS ANALYSTS","75,525.00",Year,NULL
UA002866,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","90,000.00",Year,NULL
UA002867,"COMPUTER SYSTEMS ANALYSTS","52,500.00",Year,NULL
UA002868,"COMPUTER SYSTEMS ANALYSTS","93,995.00",Year,NULL
UA002869,"COMPUTER SYSTEMS ANALYSTS","81,266.00",Year,NULL
UA002870,"COMPUTER SYSTEMS ANALYSTS","89,794.00",Year,NULL
UA002871,"SOFTWARE DEVELOPERS, APPLICATIONS","128,297.00",Year,NULL
UA002872,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","93,177.00",Year,NULL
UA002873,"COMPUTER OCCUPATIONS, ALL OTHER","71,196.00",Year,NULL
UA002874,"MANAGEMENT ANALYSTS","57,400.00",Year,NULL
UA002875,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","150,000.00",Year,NULL
UA002876,"COMPUTER SYSTEMS ANALYSTS","82,000.00",Year,NULL
UA002877,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","75,000.00",Year,NULL
UA002878,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002879,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002880,"SOFTWARE DEVELOPERS, APPLICATIONS","104,000.00",Year,NULL
UA002881,"COMPUTER SYSTEMS ANALYSTS","78,458.00",Year,NULL
UA002882,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002883,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002884,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002885,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002886,"COMPUTER SYSTEMS ANALYSTS","68,682.00",Year,NULL
UA002887,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002888,"SOFTWARE DEVELOPERS, APPLICATIONS","84,000.00",Year,NULL
UA002889,"OCCUPATIONAL THERAPISTS",40.00,Hour,NULL
UA002890,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002891,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","150,000.00",Year,NULL
UA002892,"SOFTWARE DEVELOPERS, APPLICATIONS",50.00,Hour,NULL
UA002893,"COMPUTER SYSTEMS ANALYSTS","81,266.00",Year,NULL
UA002894,"SOFTWARE DEVELOPERS, APPLICATIONS","112,549.00",Year,NULL
UA002895,"ENGINEERING TEACHERS, POSTSECONDARY","91,815.00",Year,NULL
UA002896,"SOFTWARE DEVELOPERS, APPLICATIONS","93,000.00",Year,NULL
UA002897,"COMPUTER OCCUPATIONS, ALL OTHER","92,165.00",Year,NULL
UA002898,"SOFTWARE DEVELOPERS, APPLICATIONS","70,000.00",Year,NULL
UA002899,"MECHANICAL ENGINEERS","96,138.00",Year,NULL
UA002900,"ACCOUNTANTS AND AUDITORS","56,451.20",Year,NULL
UA002901,"ACCOUNTANTS AND AUDITORS","48,256.00",Year,NULL
UA002902,"ACCOUNTANTS AND AUDITORS","48,256.00",Year,NULL
UA002903,"COMPUTER OCCUPATIONS, ALL OTHER","60,000.00",Year,NULL
UA002904,"MANAGEMENT ANALYSTS","70,720.00",Year,NULL
UA002905,"OPERATIONS RESEARCH ANALYSTS","81,515.00",Year,NULL
UA002906,"ENGINEERS, ALL OTHER","84,042.88",Year,NULL
UA002907,"COMPUTER PROGRAMMERS","75,941.00",Year,NULL
UA002908,"COMPUTER SYSTEMS ANALYSTS","74,734.00",Year,NULL
UA002909,"COMPUTER OCCUPATIONS, ALL OTHER","65,707.00",Year,NULL
UA002910,"COMPUTER OCCUPATIONS, ALL OTHER","77,000.00",Year,NULL
UA002911,"COMPUTER OCCUPATIONS, ALL OTHER","69,077.00",Year,NULL
UA002912,"COMPUTER SYSTEMS ANALYSTS","130,000.00",Year,NULL
UA002913,"WEB DEVELOPERS","64,542.00",Year,NULL
UA002914,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","49,000.00",Year,NULL
UA002915,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","140,000.00",Year,NULL
UA002916,"DATABASE ADMINISTRATORS","110,392.00",Year,NULL
UA002917,"COMPUTER OCCUPATIONS, ALL OTHER","117,000.00",Year,NULL
UA002918,"SOFTWARE DEVELOPERS, APPLICATIONS","74,000.00",Year,NULL
UA002919,"SOFTWARE DEVELOPERS, APPLICATIONS","70,000.00",Year,NULL
UA002920,"COMPUTER SYSTEMS ANALYSTS","81,598.00",Year,NULL
UA002921,"SOFTWARE DEVELOPERS, APPLICATIONS","109,325.00",Year,NULL
UA002922,"SOFTWARE DEVELOPERS, APPLICATIONS","70,000.00",Year,NULL
UA002923,"SOFTWARE DEVELOPERS, APPLICATIONS","70,000.00",Year,NULL
UA002924,"COMPUTER SYSTEMS ANALYSTS",51.57,Hour,NULL
UA002925,"SOFTWARE DEVELOPERS, APPLICATIONS",51.83,Hour,NULL
UA002926,"OPERATIONS RESEARCH ANALYSTS","115,000.00",Year,NULL
UA002927,"COMPUTER OCCUPATIONS, ALL OTHER","96,500.00",Year,NULL
UA002928,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA002929,"COMPUTER SYSTEMS ANALYSTS","81,500.00",Year,NULL
UA002930,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","138,000.00",Year,NULL
UA002931,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002932,"SOFTWARE DEVELOPERS, APPLICATIONS","88,000.00",Year,NULL
UA002933,"SOFTWARE DEVELOPERS, APPLICATIONS","92,768.00",Year,NULL
UA002934,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA002935,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","124,000.00",Year,NULL
UA002936,"SOFTWARE DEVELOPERS, APPLICATIONS","92,768.00",Year,NULL
UA002937,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA002938,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA002939,"COMPUTER OCCUPATIONS, ALL OTHER","89,000.00",Year,NULL
UA002940,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA002941,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","146,619.00",Year,NULL
UA002942,"FINANCIAL ANALYSTS","160,000.00",Year,NULL
UA002943,"COMPUTER OCCUPATIONS, ALL OTHER","89,000.00",Year,NULL
UA002944,"BROADCAST NEWS ANALYSTS","177,595.00",Year,NULL
UA002945,"SOFTWARE DEVELOPERS, APPLICATIONS","140,000.00",Year,NULL
UA002946,"INTERNISTS, GENERAL",148.42,Hour,NULL
UA002947,"COMPUTER OCCUPATIONS, ALL OTHER","105,000.00",Year,NULL
UA002948,"COMPUTER SYSTEMS ANALYSTS","111,530.00",Year,NULL
UA002949,"COMPUTER SYSTEMS ANALYSTS","64,147.00",Year,NULL
UA002950,"MECHANICAL ENGINEERS","83,800.00",Year,NULL
UA002951,"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS","80,000.00",Year,NULL
UA002952,"WEB DEVELOPERS","62,500.00",Year,NULL
UA002953,"SOFTWARE DEVELOPERS, APPLICATIONS","86,154.00",Year,NULL
UA002954,"ENGINEERING TEACHERS, POSTSECONDARY","75,492.00",Year,NULL
UA002955,"PHYSICAL THERAPISTS","70,949.00",Year,NULL
UA002956,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","71,094.00",Year,NULL
UA002957,"COMPUTER SYSTEMS ANALYSTS","96,720.00",Year,NULL
UA002958,"COMPUTER OCCUPATIONS, ALL OTHER","150,000.00",Year,NULL
UA002959,"OPERATIONS RESEARCH ANALYSTS","140,000.00",Year,NULL
UA002960,"SOFTWARE DEVELOPERS, APPLICATIONS","82,100.00",Year,NULL
UA002961,"COMPUTER PROGRAMMERS","65,000.00",Year,NULL
UA002962,"PHYSICIANS AND SURGEONS, ALL OTHER","220,000.00",Year,NULL
UA002963,"COMPUTER SYSTEMS ANALYSTS","78,000.00",Year,NULL
UA002964,"COMPUTER SYSTEMS ANALYSTS","74,734.00",Year,NULL
UA002965,"COMPUTER SYSTEMS ANALYSTS","127,878.00",Year,NULL
UA002966,"SOFTWARE DEVELOPERS, APPLICATIONS","148,500.00",Year,NULL
UA002967,"COMPUTER OCCUPATIONS, ALL OTHER","88,317.00",Year,NULL
UA002968,"COMPUTER SYSTEMS ANALYST","79,153.00",Year,NULL
UA002969,"SOFTWARE DEVELOPERS, APPLICATIONS","150,000.00",Year,NULL
UA002970,"COMPUTER OCCUPATIONS, ALL OTHER","60,000.00",Year,NULL
UA002971,"SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS","75,921.00",Year,NULL
UA002972,"COMPUTER SYSTEMS ANALYST","73,278.00",Year,NULL
UA002973,"COMPUTER SYSTEMS ANALYST","89,936.00",Year,NULL
UA002974,"ACCOUNTANTS AND AUDITORS","64,800.00",Year,NULL
UA002975,"COMPUTER PROGRAMMERS","62,005.00",Year,NULL
UA002976,"COMPUTER HARDWARE ENGINEERS","105,000.00",Year,NULL
UA002977,"PUBLIC RELATIONS SPECIALISTS","62,500.00",Year,NULL
UA002978,"ACCOUNTANTS AND AUDITORS","101,067.00",Year,NULL
UA002979,"INDUSTRIAL ENGINEERS","110,000.00",Year,NULL
UA002980,"SOFTWARE DEVELOPERS, APPLICATIONS","110,000.00",Year,NULL
UA002981,"DATABASE ADMINISTRATORS","130,000.00",Year,NULL
UA002982,"MANAGEMENT ANALYSTS","79,810.00",Year,NULL
UA002983,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","112,000.00",Year,NULL
UA002984,"SOFTWARE DEVELOPERS, APPLICATIONS",40.13,Hour,NULL
UA002985,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA002986,"SOFTWARE DEVELOPERS, APPLICATIONS","63,500.00",Year,NULL
UA002987,"SOFTWARE DEVELOPERS, APPLICATIONS","140,000.00",Year,NULL
UA002988,"SOFTWARE DEVELOPERS, APPLICATIONS","90,000.00",Year,NULL
UA002989,"SOFTWARE DEVELOPERS, APPLICATIONS","159,072.94",Year,NULL
UA002990,"COMPUTER OCCUPATIONS, ALL OTHER","66,000.00",Year,NULL
UA002991,"GENERAL AND OPERATIONS MANAGERS","175,000.00",Year,NULL
UA002992,"OPERATIONS RESEARCH ANALYSTS","165,700.60",Year,NULL
UA002993,"FINANCIAL ANALYSTS","85,000.00",Year,NULL
UA002994,"COMPUTER SYSTEMS ANALYSTS",40.00,Hour,NULL
UA002995,"DATABASE ADMINISTRATORS","74,568.00",Year,NULL
UA002996,"SALES ENGINEERS","189,197.00",Year,NULL
UA002997,"MECHANICAL ENGINEERS, NON-R&D","60,000.00",Year,NULL
UA002998,"GENERAL AND OPERATIONS MANAGERS","105,062.00",Year,NULL
UA002999,"SOFTWARE DEVELOPERS, APPLICATIONS","109,325.00",Year,NULL
UA003000,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","120,000.00",Year,NULL
UA003001,"COMPUTER SYSTEMS ANALYSTS","74,381.00",Year,NULL
UA003002,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL","40,289.08",Year,NULL
UA003003,"SOFTWARE DEVELOPERS, APPLICATIONS","155,000.00",Year,NULL
UA003004,"COMPUTER PROGRAMMERS","68,578.00",Year,NULL
UA003005,"SOFTWARE DEVELOPERS, APPLICATIONS","107,806.00",Year,NULL
UA003006,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","85,000.00",Year,NULL
UA003007,"COMPUTER OCCUPATIONS, ALL OTHER","96,325.00",Year,NULL
UA003008,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","157,019.00",Year,NULL
UA003009,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","110,907.00",Year,NULL
UA003010,"COMPUTER OCCUPATIONS, ALL OTHER","95,000.00",Year,NULL
UA003011,"SOFTWARE DEVELOPERS, APPLICATIONS","125,000.00",Year,NULL
UA003012,"ACCOUNTANTS AND AUDITORS","82,077.00",Year,NULL
UA003013,"COMMERCIAL AND INDUSTRIAL DESIGNERS","93,246.00",Year,NULL
UA003014,"SOFTWARE DEVELOPERS, APPLICATIONS","131,165.00",Year,NULL
UA003015,"SOFTWARE DEVELOPERS, APPLICATIONS","86,500.00",Year,NULL
UA003016,"COMPUTER OCCUPATIONS, ALL OTHER","120,000.00",Year,NULL
UA003017,"SOFTWARE DEVELOPERS, APPLICATIONS","130,000.00",Year,NULL
UA003018,"SOFTWARE DEVELOPERS, APPLICATIONS","110,864.00",Year,NULL
UA003019,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA003020,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA003021,"COMPUTER SYSTEMS ANALYSTS","70,013.00",Year,NULL
UA003022,"COMPUTER SYSTEMS ANALYSTS","110,000.00",Year,NULL
UA003023,"FINANCIAL MANAGERS","140,595.00",Year,NULL
UA003024,"SOFTWARE DEVELOPERS, APPLICATIONS","113,755.00",Year,NULL
UA003025,"COMPUTER SYSTEMS ANALYSTS","60,528.00",Year,NULL
UA003026,"COMPUTER SYSTEMS ANALYSTS","86,700.00",Year,NULL
UA003027,PHARMACISTS,"160,000.00",Year,NULL
UA003028,"ART DIRECTORS","120,000.00",Year,NULL
UA003029,"COMPUTER OCCUPATIONS, ALL OTHER","136,800.00",Year,NULL
UA003030,"SALES ENGINEERS","111,093.00",Year,NULL
UA003031,"COMPUTER SYSTEMS ANALYSTS","75,000.00",Year,NULL
UA003032,"MECHANICAL ENGINEERS",30.00,Hour,NULL
