JobApplyActivityId,JobId,UserAccountId,ApplyDate
3570,2064,UA010019,2018-07-06
3571,1715,UA003753,2018-09-15
3572,17736,UA000829,2018-08-01
3573,11861,UA006074,2018-05-07
3574,12197,UA003210,2018-05-27
3575,20761,UA005004,2018-08-25
3576,12400,UA005929,2018-06-23
3577,15419,UA006441,2018-05-22
3578,1063,UA001136,2018-05-30
3579,1406,UA001153,2018-09-29
3580,17067,UA001912,2018-06-08
3581,18709,UA004378,2018-09-03
3582,17948,UA006725,2018-05-15
3583,990,UA008692,2018-06-04
3584,838,UA008235,2018-07-19
3585,4826,UA002385,2018-05-14
3586,21441,UA004888,2018-05-29
3587,14045,UA000007,2018-08-19
3588,13703,UA005116,2018-08-24
3589,16253,UA005409,2018-09-18
3590,3095,UA000990,2018-09-05
3591,5695,UA005615,2018-08-19
3592,12098,UA000260,2018-07-12
3593,15617,UA009257,2018-06-18
3594,712,UA005492,2018-06-06
3595,2465,UA009607,2018-08-15
3596,12459,UA001777,2018-07-07
3597,855,UA007486,2018-06-30
3598,5185,UA006038,2018-09-30
3599,2536,UA007317,2018-05-04
3600,12673,UA004685,2018-09-30
3601,11442,UA007714,2018-08-13
3602,5227,UA000135,2018-05-14
3603,2036,UA006858,2018-09-17
3604,3618,UA003468,2018-07-31
3605,1573,UA009061,2018-08-23
3606,19170,UA000298,2018-05-06
3607,7314,UA000861,2018-06-05
3608,6127,UA002433,2018-08-05
3609,2201,UA000412,2018-05-10
3610,9115,UA004790,2018-08-04
3611,19872,UA005050,2018-07-31
3612,8722,UA000705,2018-06-25
3613,13879,UA002881,2018-07-24
3614,21184,UA009786,2018-05-22
3615,18273,UA007543,2018-06-06
3616,963,UA005639,2018-07-09
3617,17154,UA004347,2018-07-07
3618,210,UA005403,2018-08-01
3619,20841,UA006855,2018-05-06
3620,8661,UA000461,2018-08-18
3621,3888,UA001260,2018-05-24
3622,2096,UA001872,2018-09-16
3623,19334,UA002884,2018-09-02
3624,12132,UA005029,2018-08-01
3625,5236,UA007651,2018-09-15
3626,323,UA002683,2018-06-20
3627,9419,UA003312,2018-09-04
3628,14265,UA001735,2018-07-19
3629,7199,UA007222,2018-07-14
3630,10732,UA000291,2018-05-24
3631,3825,UA010171,2018-05-08
3632,11628,UA000956,2018-06-12
3633,14365,UA003709,2018-06-17
3634,16365,UA004516,2018-05-02
3635,17678,UA003793,2018-08-11
3636,7755,UA006312,2018-08-28
3637,1248,UA009925,2018-05-30
3638,20556,UA008576,2018-07-02
3639,8015,UA002892,2018-05-16
3640,15451,UA005813,2018-06-19
3641,7369,UA002564,2018-08-17
3642,6338,UA009806,2018-09-30
3643,10565,UA007642,2018-08-04
3644,18998,UA004028,2018-06-07
3645,15954,UA001217,2018-08-14
3646,21613,UA004217,2018-06-11
3647,7512,UA003123,2018-05-23
3648,713,UA006999,2018-08-29
3649,1057,UA008876,2018-09-30
3650,9434,UA000995,2018-07-18
3651,17180,UA009987,2018-08-17
3652,19077,UA007744,2018-05-06
3653,6153,UA003156,2018-08-29
3654,6544,UA003256,2018-05-23
3655,19328,UA010178,2018-05-03
3656,10298,UA007489,2018-07-03
3657,2783,UA001028,2018-05-17
3658,14293,UA006212,2018-06-28
3659,4544,UA006327,2018-08-08
3660,11140,UA005593,2018-08-31
3661,13550,UA007513,2018-09-23
3662,3120,UA005725,2018-07-30
3663,16530,UA005408,2018-08-13
3664,10596,UA002769,2018-05-09
3665,12738,UA008424,2018-08-08
3666,12643,UA005305,2018-09-19
3667,10032,UA008508,2018-08-10
3668,4784,UA000141,2018-07-02
3669,2972,UA002522,2018-07-31
3670,12456,UA007030,2018-08-22
3671,12955,UA002960,2018-07-26
3672,6679,UA001251,2018-06-28
3673,6140,UA008812,2018-07-12
3674,16924,UA004925,2018-05-28
3675,1920,UA001680,2018-07-12
3676,18948,UA000327,2018-09-23
3677,16360,UA000525,2018-06-17
3678,11998,UA006898,2018-07-31
3679,20833,UA000607,2018-08-18
3680,5626,UA010127,2018-05-31
3681,7403,UA007618,2018-08-24
3682,11188,UA010097,2018-09-08
3683,4541,UA005597,2018-08-18
3684,18239,UA005635,2018-05-15
3685,13999,UA007114,2018-07-06
3686,9080,UA001351,2018-05-17
3687,5430,UA000767,2018-09-15
3688,5146,UA006305,2018-07-31
3689,4680,UA001886,2018-09-07
3690,1765,UA005062,2018-05-04
3691,16076,UA005566,2018-08-31
3692,1798,UA006810,2018-05-24
3693,1912,UA007897,2018-09-24
3694,9061,UA007044,2018-07-27
3695,2956,UA007259,2018-09-08
3696,1386,UA003128,2018-05-15
3697,5041,UA006693,2018-06-05
3698,20896,UA003575,2018-05-10
3699,15518,UA008614,2018-09-28
3700,2732,UA001569,2018-07-24
3701,10271,UA008833,2018-09-25
3702,20193,UA001466,2018-07-09
3703,18018,UA006174,2018-08-31
3704,6385,UA000240,2018-07-23
3705,18043,UA002392,2018-06-28
3706,15753,UA001740,2018-05-17
3707,21352,UA003484,2018-07-12
3708,4685,UA008656,2018-09-04
3709,14193,UA001241,2018-05-05
3710,3927,UA002040,2018-06-28
3711,19239,UA008549,2018-05-21
3712,10554,UA001797,2018-09-25
3713,6184,UA000987,2018-09-07
3714,5673,UA009785,2018-06-25
3715,19415,UA004981,2018-05-19
3716,16281,UA004983,2018-07-07
3717,12572,UA006211,2018-07-29
3718,18809,UA004780,2018-06-21
3719,13039,UA001465,2018-09-16
3720,8884,UA006832,2018-08-11
3721,6140,UA008561,2018-07-01
3722,2489,UA008577,2018-09-11
3723,18391,UA005644,2018-05-06
3724,2111,UA009126,2018-06-04
3725,8206,UA000070,2018-07-05
3726,20161,UA008393,2018-07-26
3727,10995,UA009049,2018-06-18
3728,12139,UA000285,2018-05-08
3729,9009,UA002057,2018-07-10
3730,47,UA006225,2018-05-16
3731,8962,UA010025,2018-05-28
3732,10559,UA003021,2018-06-23
3733,8546,UA000200,2018-09-02
3734,18425,UA006101,2018-09-19
3735,17962,UA004115,2018-06-04
3736,10896,UA009360,2018-05-21
3737,5981,UA009796,2018-05-01
3738,19286,UA004413,2018-05-02
3739,9004,UA004276,2018-05-21
3740,9088,UA004795,2018-06-12
3741,7726,UA007159,2018-06-13
3742,7513,UA000340,2018-09-05
3743,2949,UA002682,2018-07-25
3744,12740,UA006352,2018-09-24
3745,7787,UA005059,2018-07-12
3746,12844,UA008842,2018-08-13
3747,7186,UA003441,2018-07-26
3748,17422,UA003575,2018-05-16
3749,5993,UA001894,2018-06-29
3750,1255,UA000305,2018-08-20
3751,11058,UA001361,2018-08-16
3752,1952,UA010051,2018-07-05
3753,18876,UA003837,2018-05-07
3754,15707,UA007925,2018-05-09
3755,6990,UA005269,2018-08-14
3756,16313,UA006371,2018-06-12
3757,4727,UA001385,2018-08-17
3758,18030,UA001662,2018-05-12
3759,2403,UA006982,2018-06-06
3760,8167,UA002769,2018-08-14
3761,14018,UA004571,2018-07-04
3762,10166,UA004651,2018-05-17
3763,2738,UA007285,2018-06-06
3764,14111,UA003309,2018-08-24
3765,3883,UA003243,2018-06-13
3766,14227,UA006835,2018-09-30
3767,3905,UA008529,2018-08-02
3768,7520,UA007534,2018-08-24
3769,12361,UA000237,2018-09-14
3770,14295,UA000339,2018-06-06
3771,2360,UA004888,2018-09-07
3772,11358,UA009598,2018-07-07
3773,12696,UA007065,2018-08-23
3774,14602,UA003856,2018-05-25
3775,18338,UA005828,2018-06-19
3776,16903,UA005000,2018-09-30
3777,613,UA002460,2018-09-08
3778,14725,UA004394,2018-06-15
3779,278,UA005016,2018-06-14
3780,10785,UA000179,2018-06-30
3781,4648,UA003063,2018-08-12
3782,20446,UA000293,2018-07-05
3783,1893,UA000551,2018-06-16
3784,19420,UA006208,2018-05-12
3785,14559,UA008161,2018-07-22
3786,1914,UA006697,2018-06-29
3787,20634,UA008582,2018-06-12
3788,1050,UA006276,2018-06-01
3789,16983,UA008531,2018-06-11
3790,14263,UA008950,2018-06-03
3791,19039,UA007965,2018-06-01
3792,12665,UA006398,2018-08-14
3793,16681,UA002858,2018-05-04
3794,15302,UA003460,2018-06-30
3795,18960,UA008950,2018-05-23
3796,19008,UA007782,2018-05-15
3797,9263,UA000952,2018-08-15
3798,15259,UA000465,2018-07-08
3799,14892,UA008632,2018-07-15
3800,13558,UA006677,2018-06-14
3801,5300,UA007188,2018-05-09
3802,1270,UA006570,2018-07-27
3803,18888,UA002939,2018-07-17
3804,6607,UA001258,2018-07-08
3805,15098,UA008560,2018-05-03
3806,11338,UA007408,2018-09-07
3807,1461,UA000797,2018-07-09
3808,19739,UA004852,2018-05-11
3809,6845,UA002275,2018-08-04
3810,4703,UA001967,2018-09-13
3811,19737,UA003129,2018-08-09
3812,14644,UA007369,2018-08-07
3813,10104,UA006593,2018-06-10
3814,11738,UA006286,2018-07-19
3815,16327,UA003766,2018-05-09
3816,3788,UA008378,2018-08-01
3817,4766,UA003214,2018-09-26
3818,6674,UA001211,2018-07-13
3819,16625,UA007737,2018-07-10
3820,20811,UA003305,2018-09-10
3821,8252,UA008814,2018-06-02
3822,6024,UA001989,2018-06-16
3823,2777,UA009683,2018-07-25
3824,21288,UA002040,2018-05-15
3825,13883,UA009570,2018-08-04
3826,6630,UA007643,2018-08-10
3827,18054,UA003081,2018-09-30
3828,1567,UA000545,2018-05-26
3829,17760,UA005808,2018-09-30
3830,7062,UA007134,2018-09-11
3831,19841,UA002272,2018-06-18
3832,14813,UA001106,2018-06-13
3833,7411,UA005736,2018-07-29
3834,384,UA000178,2018-08-22
3835,965,UA004087,2018-07-31
3836,17767,UA005456,2018-06-15
3837,18168,UA007228,2018-07-04
3838,8257,UA004741,2018-06-11
3839,13717,UA003764,2018-09-07
3840,6627,UA005578,2018-07-16
3841,15330,UA007960,2018-08-09
3842,5914,UA006093,2018-09-30
3843,10136,UA008294,2018-05-09
3844,8512,UA003866,2018-07-23
3845,20183,UA005036,2018-08-17
3846,13606,UA007803,2018-08-29
3847,15762,UA009522,2018-07-12
3848,7722,UA005969,2018-09-24
3849,16621,UA007417,2018-06-08
3850,21023,UA001096,2018-08-30
3851,8593,UA009971,2018-08-23
3852,11190,UA008640,2018-08-11
3853,9083,UA004160,2018-05-14
3854,4421,UA000791,2018-09-07
3855,8251,UA007667,2018-06-03
3856,4988,UA005563,2018-05-10
3857,14762,UA001531,2018-06-16
3858,19607,UA001876,2018-06-26
3859,16588,UA004802,2018-05-05
3860,2040,UA009622,2018-06-24
3861,17642,UA004237,2018-05-21
3862,9128,UA003514,2018-07-30
3863,21051,UA000861,2018-09-01
3864,18871,UA010157,2018-08-04
3865,7668,UA004364,2018-08-10
3866,4981,UA008415,2018-09-04
3867,9029,UA006818,2018-06-26
3868,10525,UA005050,2018-07-28
3869,2521,UA008378,2018-05-07
3870,6241,UA002358,2018-07-26
3871,17899,UA009030,2018-07-10
3872,18074,UA008160,2018-07-20
3873,8007,UA001141,2018-05-09
3874,1432,UA000641,2018-05-25
3875,19319,UA001722,2018-09-17
3876,7686,UA002627,2018-08-08
3877,8481,UA004012,2018-09-17
3878,8603,UA004769,2018-08-05
3879,21689,UA008026,2018-07-30
3880,17886,UA008389,2018-09-01
3881,16709,UA004191,2018-08-14
3882,4390,UA004207,2018-08-23
3883,15588,UA006494,2018-07-30
3884,15269,UA008285,2018-05-14
3885,15217,UA003037,2018-07-26
3886,6696,UA001956,2018-07-13
3887,1899,UA004374,2018-08-13
3888,12309,UA001636,2018-05-12
3889,540,UA005482,2018-08-13
3890,16431,UA006811,2018-08-24
3891,10061,UA002718,2018-07-13
3892,11639,UA006538,2018-05-17
3893,14388,UA003104,2018-08-23
3894,16507,UA001005,2018-06-20
3895,21150,UA009248,2018-05-15
3896,489,UA008776,2018-06-12
3897,5097,UA000415,2018-07-28
3898,4190,UA004627,2018-08-25
3899,19496,UA008457,2018-08-10
3900,7569,UA000789,2018-05-25
3901,5726,UA004175,2018-05-20
3902,6416,UA009011,2018-07-19
3903,14366,UA009917,2018-05-23
3904,15116,UA004884,2018-08-31
3905,21637,UA006861,2018-09-16
3906,3703,UA000157,2018-06-10
3907,10526,UA008484,2018-05-22
3908,11896,UA001462,2018-09-16
3909,3778,UA003527,2018-09-26
3910,7105,UA004100,2018-06-26
3911,12877,UA006801,2018-07-12
3912,5172,UA001663,2018-06-09
3913,21358,UA009091,2018-08-23
3914,2328,UA002014,2018-09-01
3915,5697,UA005742,2018-06-09
3916,713,UA008854,2018-07-15
3917,5312,UA009876,2018-07-21
3918,21745,UA004941,2018-05-23
3919,9725,UA005410,2018-06-02
3920,9920,UA005259,2018-08-31
3921,14991,UA008895,2018-08-20
3922,4603,UA007455,2018-07-20
3923,21061,UA006599,2018-06-07
3924,11461,UA006204,2018-09-05
3925,2750,UA002932,2018-05-01
3926,12038,UA003430,2018-07-07
3927,19800,UA008897,2018-09-11
3928,4615,UA003912,2018-05-29
3929,7621,UA000970,2018-08-01
3930,10902,UA007773,2018-09-21
3931,2925,UA008105,2018-07-13
3932,12534,UA008284,2018-09-02
3933,10396,UA004205,2018-08-10
3934,3476,UA009556,2018-06-11
3935,11983,UA001284,2018-05-30
3936,10835,UA007888,2018-09-03
3937,15258,UA006024,2018-06-28
3938,19405,UA004609,2018-08-08
3939,14307,UA004176,2018-05-19
3940,18989,UA001107,2018-07-28
3941,16605,UA002006,2018-07-22
3942,12859,UA006748,2018-06-08
3943,1529,UA000579,2018-09-12
3944,5224,UA008637,2018-07-15
3945,6700,UA000994,2018-08-08
3946,5087,UA001075,2018-09-05
3947,14872,UA005032,2018-05-11
3948,9360,UA007084,2018-07-02
3949,18381,UA009166,2018-09-17
3950,10088,UA005873,2018-06-08
3951,3072,UA005688,2018-09-27
3952,9069,UA009228,2018-05-04
3953,1825,UA010157,2018-08-26
3954,16473,UA005713,2018-07-30
3955,10517,UA009493,2018-06-18
3956,3495,UA001748,2018-05-27
3957,5528,UA006287,2018-07-26
3958,11781,UA005729,2018-09-26
3959,9742,UA006505,2018-08-14
3960,15566,UA007209,2018-06-30
3961,6754,UA006399,2018-08-07
3962,6685,UA008506,2018-05-21
3963,13769,UA004781,2018-09-10
3964,5874,UA001937,2018-05-24
3965,1013,UA002824,2018-07-20
3966,21457,UA005765,2018-05-05
3967,21096,UA006894,2018-06-02
3968,9056,UA004986,2018-09-28
3969,21452,UA003843,2018-09-05
3970,13795,UA005148,2018-06-28
3971,8392,UA009404,2018-08-18
3972,19284,UA002002,2018-05-18
3973,21307,UA000628,2018-05-07
3974,605,UA007200,2018-07-24
3975,11718,UA006987,2018-09-02
3976,7058,UA010040,2018-06-14
3977,9592,UA009422,2018-05-31
3978,11992,UA002289,2018-09-05
3979,6780,UA002775,2018-05-27
3980,1739,UA001736,2018-08-17
3981,7966,UA008301,2018-05-26
3982,7061,UA003997,2018-06-08
3983,20619,UA009424,2018-08-17
3984,1866,UA005071,2018-08-07
3985,6625,UA009568,2018-08-31
3986,17523,UA009760,2018-06-23
3987,8354,UA003940,2018-08-28
3988,9739,UA003116,2018-09-03
3989,20626,UA002663,2018-09-24
3990,4712,UA007351,2018-06-29
3991,6889,UA009439,2018-05-21
3992,18800,UA010043,2018-05-18
3993,8062,UA010024,2018-06-19
3994,1822,UA004161,2018-07-29
3995,20587,UA005336,2018-06-26
3996,10507,UA006797,2018-08-17
3997,2828,UA006171,2018-05-01
3998,11139,UA007969,2018-09-02
3999,19111,UA004976,2018-09-28
4000,21631,UA005419,2018-07-25
4001,15965,UA004986,2018-05-11
4002,16610,UA006477,2018-06-04
4003,10258,UA000574,2018-09-07
4004,16871,UA007651,2018-08-21
4005,15098,UA008789,2018-07-01
4006,9664,UA006759,2018-09-30
4007,17416,UA008331,2018-06-01
4008,12596,UA009715,2018-08-21
4009,10837,UA001801,2018-05-10
4010,11040,UA002727,2018-08-01
4011,13445,UA007236,2018-05-31
4012,16254,UA006092,2018-07-18
4013,7138,UA009834,2018-07-26
4014,4177,UA006158,2018-07-03
4015,7104,UA000021,2018-06-21
4016,12765,UA007468,2018-06-29
4017,15982,UA006200,2018-06-20
4018,19430,UA000988,2018-08-25
4019,11656,UA003603,2018-06-20
4020,6149,UA008736,2018-06-10
4021,1301,UA004455,2018-05-17
4022,9686,UA000990,2018-08-28
4023,9935,UA008144,2018-06-11
4024,4636,UA009576,2018-05-14
4025,4982,UA003426,2018-08-10
4026,11275,UA000397,2018-09-13
4027,8364,UA003349,2018-09-20
4028,16261,UA000021,2018-07-08
4029,9945,UA002948,2018-09-23
4030,14472,UA001815,2018-08-29
4031,13225,UA007973,2018-05-07
4032,13340,UA009278,2018-06-21
4033,4918,UA003086,2018-05-17
4034,16953,UA000474,2018-07-10
4035,6707,UA008059,2018-09-21
4036,10379,UA000710,2018-09-30
4037,8099,UA001030,2018-08-19
4038,1896,UA003747,2018-07-07
4039,10652,UA006327,2018-09-29
4040,18833,UA008204,2018-05-31
4041,2933,UA002293,2018-07-20
4042,3067,UA006531,2018-05-26
4043,252,UA003752,2018-05-05
4044,20206,UA007303,2018-05-12
4045,21518,UA005248,2018-05-04
4046,1375,UA000185,2018-05-01
4047,58,UA008993,2018-07-11
4048,6092,UA002620,2018-05-07
4049,1776,UA005315,2018-09-08
4050,15787,UA003916,2018-09-10
4051,2937,UA009845,2018-07-07
4052,13624,UA003570,2018-07-23
4053,11410,UA006638,2018-06-26
4054,20821,UA001778,2018-05-07
4055,11226,UA003393,2018-07-02
4056,14430,UA004484,2018-07-10
4057,19084,UA009012,2018-08-03
4058,10105,UA007845,2018-07-28
4059,4771,UA009850,2018-06-21
4060,9288,UA002954,2018-08-01
4061,19562,UA006238,2018-06-28
4062,13301,UA003201,2018-08-12
4063,9423,UA009750,2018-06-02
4064,11510,UA007378,2018-05-16
4065,9372,UA004145,2018-07-26
4066,6820,UA008528,2018-05-30
4067,14727,UA007646,2018-08-19
4068,18136,UA001045,2018-06-25
4069,9977,UA000282,2018-05-31
4070,5579,UA001432,2018-09-14
4071,13045,UA005488,2018-05-11
4072,21530,UA005048,2018-09-03
4073,16552,UA007543,2018-06-19
4074,8004,UA004928,2018-05-11
4075,15672,UA006179,2018-09-25
4076,11322,UA004523,2018-05-20
4077,6207,UA008214,2018-07-28
4078,17643,UA003692,2018-08-13
4079,17852,UA008837,2018-05-24
4080,5300,UA005887,2018-06-11
4081,14886,UA001825,2018-07-17
4082,6829,UA007257,2018-08-16
4083,10760,UA002327,2018-09-29
4084,11071,UA006524,2018-06-06
4085,4843,UA009654,2018-08-09
4086,16777,UA008063,2018-05-01
4087,20422,UA003534,2018-05-17
4088,983,UA008376,2018-07-12
4089,14128,UA007745,2018-07-26
4090,7957,UA009353,2018-05-11
4091,20773,UA006528,2018-07-06
4092,3572,UA003186,2018-08-22
4093,20176,UA001866,2018-09-01
4094,378,UA008063,2018-05-27
4095,13692,UA003510,2018-09-28
4096,13885,UA000358,2018-08-12
4097,13917,UA006797,2018-06-30
4098,11948,UA001039,2018-06-13
4099,9962,UA010053,2018-09-20
4100,4727,UA006720,2018-05-09
4101,7777,UA009240,2018-07-01
4102,14645,UA001024,2018-08-22
4103,21312,UA007831,2018-05-09
4104,10306,UA000334,2018-07-07
4105,20689,UA001288,2018-05-10
4106,9345,UA006100,2018-05-23
4107,7691,UA001482,2018-07-14
4108,17798,UA007254,2018-06-12
4109,8330,UA005889,2018-05-14
4110,18799,UA008671,2018-07-11
4111,16613,UA007442,2018-05-18
4112,21181,UA008026,2018-06-09
4113,21293,UA008836,2018-06-05
4114,13051,UA001554,2018-09-30
4115,6337,UA003946,2018-07-13
4116,8110,UA000209,2018-06-23
4117,1479,UA008506,2018-07-08
4118,21791,UA006220,2018-05-10
4119,4004,UA007109,2018-06-06
4120,1443,UA001270,2018-05-07
4121,19700,UA007434,2018-06-03
4122,17094,UA005059,2018-09-01
4123,13437,UA008633,2018-09-05
4124,15712,UA001610,2018-09-28
4125,3922,UA009927,2018-08-10
4126,16041,UA001143,2018-07-20
4127,15143,UA005649,2018-08-30
4128,1573,UA007446,2018-06-15
4129,15784,UA006025,2018-05-23
4130,7957,UA001596,2018-08-19
4131,12627,UA001323,2018-07-27
4132,15566,UA005653,2018-05-02
4133,15722,UA009041,2018-07-24
4134,16999,UA000959,2018-07-24
4135,20475,UA004652,2018-07-28
4136,17493,UA006409,2018-06-07
4137,15307,UA008894,2018-07-01
4138,6234,UA005191,2018-07-04
4139,12774,UA000042,2018-05-05
4140,4791,UA004347,2018-09-10
4141,15543,UA009787,2018-06-05
4142,6825,UA004045,2018-09-23
4143,14742,UA004751,2018-09-14
4144,17039,UA002875,2018-09-24
4145,10053,UA005603,2018-10-01
4146,13800,UA000058,2018-09-20
4147,8151,UA009430,2018-08-26
4148,12980,UA001467,2018-07-27
4149,6040,UA000345,2018-05-18
4150,11603,UA001941,2018-05-30
4151,20614,UA004420,2018-06-08
4152,15754,UA009859,2018-07-21
4153,1884,UA006196,2018-09-14
4154,17115,UA003513,2018-06-17
4155,3508,UA007640,2018-06-10
4156,408,UA001676,2018-06-17
4157,20260,UA000701,2018-09-02
4158,4068,UA004238,2018-05-07
4159,9201,UA004906,2018-08-25
4160,3961,UA003019,2018-05-11
4161,10032,UA008139,2018-08-25
4162,2336,UA006527,2018-09-10
4163,21393,UA003144,2018-07-22
4164,2822,UA001353,2018-06-17
4165,15597,UA006233,2018-05-23
4166,17014,UA000454,2018-07-18
4167,4645,UA003088,2018-05-17
4168,8569,UA003813,2018-05-31
4169,13275,UA009457,2018-09-02
4170,15530,UA002237,2018-08-11
4171,5015,UA002959,2018-06-16
4172,14665,UA000198,2018-06-28
4173,12475,UA008929,2018-06-02
4174,12681,UA007636,2018-05-08
4175,18988,UA008769,2018-08-01
4176,2133,UA004085,2018-09-11
4177,16782,UA006177,2018-06-18
4178,645,UA008668,2018-06-03
4179,15779,UA008230,2018-09-06
4180,6215,UA005890,2018-09-06
4181,8739,UA005757,2018-08-23
4182,220,UA003890,2018-08-23
4183,11856,UA004804,2018-07-08
4184,12165,UA005586,2018-09-05
4185,15347,UA008443,2018-06-15
4186,3415,UA003700,2018-05-23
4187,7465,UA003743,2018-09-02
4188,11215,UA004341,2018-06-23
4189,20090,UA006729,2018-08-08
4190,12080,UA003285,2018-09-16
4191,18435,UA007132,2018-09-06
4192,952,UA002924,2018-07-30
4193,5812,UA005195,2018-08-19
4194,7382,UA004983,2018-05-09
4195,345,UA007453,2018-08-23
4196,15287,UA002891,2018-09-28
4197,6821,UA006940,2018-08-20
4198,12676,UA008805,2018-09-12
4199,2928,UA002271,2018-09-10
4200,10966,UA003484,2018-09-01
4201,1604,UA005232,2018-09-29
4202,19381,UA007602,2018-07-16
4203,8475,UA008785,2018-05-22
4204,10889,UA000099,2018-06-10
4205,8478,UA007659,2018-07-29
4206,20203,UA006427,2018-09-02
4207,7838,UA003358,2018-08-13
4208,14737,UA006439,2018-06-04
4209,562,UA004786,2018-08-18
4210,12772,UA002759,2018-06-18
4211,15079,UA009832,2018-09-25
4212,12031,UA004603,2018-08-12
4213,2262,UA002807,2018-06-18
4214,19160,UA000106,2018-09-09
4215,17067,UA009782,2018-09-27
4216,15466,UA010104,2018-09-26
4217,20752,UA006486,2018-06-18
4218,4321,UA007148,2018-07-26
4219,16663,UA009429,2018-09-13
4220,165,UA005164,2018-06-23
4221,12953,UA001518,2018-06-03
4222,4614,UA000155,2018-05-12
4223,7779,UA002143,2018-08-13
4224,13355,UA009094,2018-06-28
4225,5475,UA006836,2018-08-25
4226,8243,UA003808,2018-09-26
4227,9281,UA005738,2018-08-04
4228,10552,UA005238,2018-07-22
4229,7389,UA003379,2018-08-23
4230,20244,UA004900,2018-08-13
4231,15588,UA009126,2018-06-14
4232,15594,UA003159,2018-07-09
4233,2026,UA008582,2018-06-26
4234,14331,UA007083,2018-05-10
4235,10923,UA008114,2018-05-07
4236,13811,UA009182,2018-07-22
4237,5568,UA004272,2018-06-02
4238,9528,UA010057,2018-07-05
4239,17398,UA003302,2018-07-18
4240,2545,UA001905,2018-06-21
4241,3939,UA006277,2018-09-18
4242,910,UA000966,2018-07-24
4243,14955,UA003231,2018-06-08
4244,15935,UA002812,2018-08-01
4245,13196,UA001907,2018-05-30
4246,12246,UA010151,2018-09-28
4247,14744,UA007850,2018-06-29
4248,15646,UA006834,2018-05-17
4249,4452,UA007051,2018-05-17
4250,1582,UA008293,2018-05-04
4251,9974,UA000468,2018-07-11
4252,17695,UA005423,2018-09-06
4253,10260,UA007310,2018-09-13
4254,20930,UA009641,2018-08-16
4255,16608,UA009901,2018-07-29
4256,6825,UA001998,2018-07-22
4257,17063,UA001006,2018-05-06
4258,19267,UA003079,2018-07-19
4259,13469,UA006005,2018-07-27
4260,6363,UA008011,2018-06-21
4261,20173,UA001518,2018-06-10
4262,1488,UA002649,2018-07-24
4263,2961,UA009747,2018-09-02
4264,1620,UA005663,2018-08-01
4265,21306,UA003647,2018-07-25
4266,10526,UA000456,2018-06-18
4267,17891,UA008331,2018-09-20
4268,15591,UA005294,2018-09-05
4269,5708,UA002246,2018-08-22
4270,16551,UA009088,2018-09-21
4271,17994,UA002762,2018-07-27
4272,17245,UA005544,2018-08-17
4273,17805,UA003380,2018-07-17
4274,14495,UA006376,2018-09-05
4275,7158,UA004675,2018-07-30
4276,20492,UA004673,2018-05-22
4277,21758,UA004181,2018-05-09
4278,7391,UA007821,2018-06-06
4279,11717,UA008814,2018-05-21
4280,380,UA003743,2018-06-10
4281,10844,UA008072,2018-06-21
4282,19419,UA003529,2018-09-12
4283,14232,UA004217,2018-08-24
4284,7117,UA002029,2018-07-23
4285,15399,UA007796,2018-09-29
4286,17687,UA002259,2018-05-03
4287,8814,UA004042,2018-09-15
4288,15679,UA002095,2018-08-04
4289,20645,UA001325,2018-07-01
4290,3095,UA007109,2018-06-26
4291,8026,UA001520,2018-05-10
4292,6493,UA004793,2018-07-18
4293,11176,UA008789,2018-08-19
4294,18286,UA008660,2018-07-18
4295,2984,UA000408,2018-07-30
4296,4025,UA005157,2018-08-29
4297,6916,UA007618,2018-06-07
4298,1638,UA004271,2018-05-14
4299,16872,UA004613,2018-06-19
4300,15050,UA001400,2018-09-23
4301,1610,UA003486,2018-08-06
4302,1865,UA001566,2018-09-25
4303,14751,UA008831,2018-09-10
4304,15516,UA008834,2018-07-28
4305,6999,UA001428,2018-08-14
4306,198,UA006642,2018-08-22
4307,21262,UA001028,2018-06-15
4308,6991,UA009238,2018-09-23
4309,15532,UA009233,2018-05-31
4310,17756,UA003177,2018-06-22
4311,14159,UA008864,2018-09-04
4312,13806,UA001476,2018-06-07
4313,16673,UA000974,2018-05-24
4314,13992,UA002653,2018-07-01
4315,21757,UA005895,2018-07-27
4316,8554,UA000074,2018-07-16
4317,4537,UA005138,2018-09-29
4318,14160,UA008648,2018-05-02
4319,15777,UA008501,2018-06-07
4320,9886,UA009846,2018-09-02
4321,16263,UA001745,2018-05-14
4322,9129,UA009743,2018-08-01
4323,2543,UA008191,2018-06-15
4324,15631,UA007801,2018-07-09
4325,15524,UA004961,2018-07-31
4326,17586,UA004971,2018-06-14
4327,12384,UA001832,2018-06-20
4328,18299,UA004916,2018-07-31
4329,18771,UA002501,2018-05-01
4330,17792,UA000568,2018-05-11
4331,7389,UA004818,2018-09-21
4332,3679,UA008933,2018-06-16
4333,12325,UA008421,2018-06-18
4334,18057,UA004749,2018-06-13
4335,335,UA007642,2018-05-04
4336,2179,UA006783,2018-06-05
4337,7150,UA001103,2018-06-08
4338,12483,UA003063,2018-07-12
4339,6,UA002021,2018-05-08
4340,21346,UA003508,2018-09-01
4341,11389,UA001894,2018-07-30
4342,7767,UA002743,2018-06-08
4343,13775,UA003293,2018-09-22
4344,703,UA003180,2018-06-03
4345,11108,UA007126,2018-07-25
4346,17353,UA004908,2018-07-06
4347,12873,UA003519,2018-05-18
