UserAccountId,IsWorking,StartDate,EndDate,JobTitle,FullTime,CompanyName,WorkSiteCity,WorkSiteState,WorkSiteCountry,WorkSitePostCode,Description
UA000567,Y,2017-10-01,2020-09-30,"TAX SENIOR MANAGER",Y,"DELOITTE TAX LLP",CHICAGO,IL,NULL,60606,"ACCOUNTANTS AND AUDITORS"
UA000568,Y,2017-10-01,2020-09-30,"TAX SENIOR MANAGER",Y,"DELOITTE TAX LLP",MILWAUKEE,WI,NULL,53202,"ACCOUNTANTS AND AUDITORS"
UA000569,Y,2017-10-02,2020-10-01,"SENIOR CONSULTANT",Y,"DELOITTE CONSULTING LLP",PHILADELPHIA,PA,NULL,19103,"OPERATIONS RESEARCH ANALYSTS"
UA000570,Y,2017-10-01,2020-09-30,"TAX SENIOR MANAGER",Y,"DELOITTE TAX LLP",HOUSTON,TX,NULL,77002,"ACCOUNTANTS AND AUDITORS"
UA000571,N,2017-09-29,2020-09-28,"USER SUPPORT SPECIALISTS - II",Y,"HCL AMERICA, INC.","CHEVY CHASE",MD,NULL,20815,"COMPUTER USER SUPPORT SPECIALISTS"
UA000572,Y,2017-09-29,2020-09-28,"SYSTEMS ANALYST - IV",Y,"HCL AMERICA, INC.","SAN ANTONIO",TX,NULL,78240,"COMPUTER SYSTEMS ANALYSTS"
UA000573,Y,2017-10-01,2020-09-30,CONSULTANT,Y,"DELOITTE CONSULTING LLP",MELVILLE,NY,NULL,11747,"MANAGEMENT ANALYSTS"
UA000574,N,2017-10-01,2020-09-30,MANAGER,Y,"DELOITTE CONSULTING LLP",SPRINGDALE,AR,NULL,72762,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA000575,Y,2018-01-29,2021-01-28,DEVELOPER,Y,"TATA CONSULTANCY SERVICES LIMITED",JACKSON,MS,NULL,39209,"COMPUTER PROGRAMMERS"
UA000576,N,2017-09-26,2018-01-29,"DEVELOPER USER INTERFACE",Y,"TATA CONSULTANCY SERVICES LIMITED",PASADENA,CA,NULL,91103,"WEB DEVELOPERS"
UA000577,N,2018-01-29,2021-01-28,ANALYST,Y,"TATA CONSULTANCY SERVICES LIMITED",ATLANTA,GA,NULL,30339,"COMPUTER SYSTEMS ANALYSTS"
UA000578,N,2017-11-08,2019-11-08,"CHIEF EXECUTIVE OFFICER",Y,"SUN BUM LLC",ENCINITAS,CA,NULL,92024,"CHIEF EXECUTIVES"
UA000579,N,2017-10-01,2020-09-30,"TAX SENIOR MANAGER",Y,"DELOITTE TAX LLP",SEATTLE,WA,NULL,98104,"ACCOUNTANTS AND AUDITORS"
UA000580,N,2017-11-01,2020-10-31,MANAGER,Y,"DELOITTE CONSULTING LLP",PHILADELPHIA,PA,NULL,19103,"OPERATIONS RESEARCH ANALYSTS"
UA000581,Y,2018-03-01,2021-02-28,"RESEARCH ASSOCIATE - EXPERIMENTAL",Y,"STANFORD UNIVERSITY/SLAC NATIONAL ACCELERATOR LABORATORY","MENLO PARK",CA,NULL,94025,"PHYSICAL SCIENTISTS, ALL OTHER"
UA000582,Y,2017-09-26,2020-09-24,ANALYST,Y,"TATA CONSULTANCY SERVICES LIMITED","SANTA ANA",CA,NULL,92707,"COMPUTER SYSTEMS ANALYSTS"
UA000583,Y,2017-10-09,2020-10-09,"AUTONOMOUS TRANSPORTATION SOFTWARE SYSTEM ARCHITECT",Y,"ANALOG DEVICES, INC.",WILMINGTON,MA,NULL,1887,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000584,N,2017-10-09,2020-10-09,"DOT NET DEVELOPER",Y,"TECHNUMEN, INC",PISCATAWAY,NJ,NULL,8854,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000585,Y,2017-09-26,2020-09-26,"SR. BIG DATA/DATA SCIENCE DEVELOPER",Y,"AVCO CONSULTING INC",WORCESTER,MA,NULL,1608,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000586,N,2017-09-26,2020-09-25,"DATABASE ANALYST",Y,"YASH TECHNOLOGIES, INC.",RESTON,VA,NULL,20190,"DATABASE ADMINISTRATORS"
UA000587,Y,2017-09-26,2020-09-25,CONSULTANT,Y,"WIPRO LIMITED",MINNEAPOLIS,MN,NULL,55423,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000588,N,2017-09-26,2020-09-25,"PROJECT MANAGER",Y,"WIPRO LIMITED",GREENVILLE,SC,NULL,29607,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000589,N,2017-09-26,2020-09-25,"LEAD ENGINEER",Y,"WIPRO LIMITED",HOUSTON,TX,NULL,77032,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000590,N,2017-09-26,2020-09-25,"LEAD ENGINEER",Y,"WIPRO LIMITED",IRVING,TX,NULL,75063,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000591,N,2017-09-26,2020-09-25,"VLSI LEAD-L1",Y,"WIPRO LIMITED",IRVING,TX,NULL,75063,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER"
UA000592,Y,2017-09-26,2020-09-25,"LEAD ENGINEER",Y,"WIPRO LIMITED","OAKBROOK TERRACE",IL,NULL,60181,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000593,Y,2017-09-26,2020-09-25,"PROGRAMMER ANALYST",Y,"SYNTEL INC","NEW YORK",NY,NULL,10007,"COMPUTER SYSTEMS ANALYSTS"
UA000594,Y,2017-10-15,2020-10-14,"CLINICAL LABORATORY SCIENTIST (MEDICAL TECHNOLOGIST)",Y,"MANAGEMENT HEALTH SYSTEMS, INC.",WILLITS,CA,NULL,95490,"MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS"
UA000595,Y,2017-11-27,2020-11-26,"FRONTEND ENGINEER",Y,"GROUPON, INC.","PALO ALTO",CA,NULL,94306,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000596,Y,2017-10-03,2020-10-03,"SYSTEMS ANALYST",Y,"NATSOFT CORPORATION",ALBANY,NY,NULL,12237,"COMPUTER SYSTEMS ANALYSTS"
UA000597,Y,2017-09-26,2020-09-25,"SOFTWARE ENGINEER",Y,"OCHER TECHNOLOGY GROUP",ATLANTA,GA,NULL,30354,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000598,Y,2017-10-01,2020-09-30,"ROWING INSTRUCTOR",N,"EVERETT ROWING ASSOCIATION",EVERETT,WA,NULL,98206,"RECREATION AND FITNESS STUDIES TEACHERS,"
UA000599,N,2017-09-30,2020-09-29,"DATABASE ADMINISTRATOR",Y,"PACIFIC DENTAL SERVICES",IRVINE,CA,NULL,92614,"DATABASE ADMINISTRATORS"
UA000600,Y,2017-09-26,2020-09-25,"SOFTWARE DEVELOPER APPLICATIONS",Y,"YASHRAJ TECHNOLOGIES INC",DALLAS,TX,NULL,75236,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000601,Y,2017-10-02,2020-09-30,"SOFTWARE ENGINEER",Y,"LOGIC BRIDGE INC.",IRVING,TX,NULL,75038,"COMPUTER PROGRAMMERS"
UA000602,N,2017-10-02,2020-10-01,"SOFTWARE DEVELOPER",Y,"COMTEC CONSULTANTS, INC.","WEST CHESTER",PA,NULL,19380,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000603,Y,2017-10-04,2020-10-03,"WIRELESS SOFTWARE ENGINEER",Y,"SPIDERCLOUD WIRELESS, INC.",MILPITAS,CA,NULL,95035,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000604,N,2017-10-05,2020-09-18,"SYSTEMS ANALYST",Y,"RJT COMPUQUEST, INC.","JUNO BEACH",FL,NULL,33408,"COMPUTER SYSTEMS ANALYSTS"
UA000605,N,2017-11-01,2020-10-31,"MEDICAL TECHNOLOGIST",Y,"REAGAN HOSPITAL DISTRICT","BIG LAKE",TX,NULL,76932,"MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS"
UA000606,N,2017-09-26,2020-09-25,"SOFTWARE ENGINEER 1615.34505",Y,"GOOGLE INC.",VENICE,CA,NULL,90291,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000607,N,2017-10-02,2020-10-02,"SENIOR PROJECT MANAGER",Y,"AMGEN INC.","THOUSAND OAKS",CA,NULL,91320,"OPERATIONS RESEARCH ANALYSTS"
UA000608,N,2017-11-01,2020-10-29,"TECHNOLOGY LEAD - US - PRACTITIONER",Y,"INFOSYS LIMITED",TAMPA,FL,NULL,33647,"COMPUTER SYSTEMS ANALYST"
UA000609,Y,2018-03-25,2021-03-25,"BUSINESS SYSTEMS CONSULTANT",Y,"SONOVA UNITED STATES CORPORATE SERVICES, LLC",WARRENVILLE,IL,NULL,60555,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000610,Y,2017-10-05,2020-10-04,"APPLICATION SYSTEMS ENGINEER 6",Y,"WELLS FARGO BANK, N.A.",CHANDLER,AZ,NULL,85286,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000611,Y,2018-03-08,2021-03-08,"PERFORMANCE ENGINEER",Y,"CAVISSON SYSTEMS, INC.",MILPITAS,CA,NULL,95035,"COMPUTER PROGRAMMERS"
UA000612,N,2017-09-26,2020-09-25,"COMPUTER SYSTEMS ANALYST",Y,"AVANI TECHNOLOGY SOLUTIONS INC.","KANSAS CITY",MO,NULL,64108,"COMPUTER SYSTEMS ANALYSTS"
UA000613,Y,2017-10-01,2020-10-01,"OPERATIONS DATA ANALYST",Y,"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.",ATLANTA,GA,NULL,30303,"COMPUTER SYSTEMS ANALYSTS"
UA000614,N,2017-09-26,2020-09-25,"COMPUTER SYSTEMS ANALYST",Y,"AVANI TECHNOLOGY SOLUTIONS INC.","KANSAS CITY",MO,NULL,64108,"COMPUTER SYSTEMS ANALYSTS"
UA000615,Y,2017-11-21,2020-11-20,"ORACLE TECHNICAL CONSULTANT",Y,"PYRAMID TECHNOLOGY SOLUTIONS, INC",COLUMBUS,IN,NULL,47201,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000616,N,2017-09-26,2020-09-25,"QA ANALYST",Y,"PIONEER CORPORATE SERVICES INC",CHARLOTTE,NC,NULL,28262,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000617,N,2017-10-01,2020-10-01,"ANALYTICS SPECIALIST",Y,"MCKINSEY & COMPANY, INC. UNITED STATES","PALO ALTO",CA,NULL,94304,STATISTICIANS
UA000618,N,2017-09-26,2020-09-26,"SOFTWARE DEVELOPER",Y,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",IRVING,TX,NULL,75038,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000619,N,2017-10-03,2020-10-02,"SENIOR CONSULTANT",Y,"DELOITTE CONSULTING LLP",JACKSONVILLE,FL,NULL,32256,"OPERATIONS RESEARCH ANALYSTS"
UA000620,Y,2017-09-26,2020-09-25,"SOFTWARE ENGINEER",Y,"MAKEURCAREER LLC","LAKEWOOD RANCH",FL,NULL,34202,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000621,Y,2017-09-26,2020-09-26,"SENIOR SOFTWARE DEVELOPER",Y,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY","BASKING RIDGE",NJ,NULL,7920,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000622,Y,2017-10-02,2020-10-02,"COST ESTIMATOR",N,"HAR RIDGEFIELD CORP.",RIDGEFIELD,NJ,NULL,7657,"COST ESTIMATORS"
UA000623,Y,2017-10-09,2020-10-08,"MARKETING SPECIALIST",Y,"TRANSOCEAN RESOURCES MANAGEMENT INC","CITY OF INDUSTRY",CA,NULL,91789,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA000624,Y,2017-10-09,2020-10-09,"SYSTEMS ADMINISTRATOR",Y,"INFOSOFT, INC.",WICHITA,KS,NULL,67220,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA000625,Y,2017-10-16,2020-10-16,"RESEARCH ASSOCIATE II",Y,"LEIDOS BIOMEDICAL RESEARCH, INC.",FREDERICK,MD,NULL,21701,"BIOCHEMISTS AND BIOPHYSICISTS"
UA000626,Y,2017-10-23,2020-10-22,"SOFTWARE ENGINEER",Y,"MITCHELL/MARTIN, INC.","ELK GROVE VILLAGE",IL,NULL,60007,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000627,N,2017-10-16,2019-06-15,"SR COGNOS DEVELOPER",Y,"V-SOFT CONSULTING GROUP, INC",ORLANDO,FL,NULL,32821-6090,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000628,Y,2017-09-26,2020-09-26,"SYSTEMS ENGINEER",Y,"MILLENNIUM SOFTWARE, INC.",DEARBORN,MI,NULL,48120,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000629,Y,2017-10-10,2020-10-09,"SR. DATA SCIENTIST",Y,"AETNA RESOURCES LLC","NEW YORK",NY,NULL,10017,STATISTICIANS
UA000630,N,2017-09-26,2020-09-26,"SENIOR SOFTWARE DEVELOPER",Y,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",CHARLOTTE,NC,NULL,28273,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000631,Y,2017-09-26,2020-09-25,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",Y,"FUJITSU AMERICA, INC.",MILWAUKEE,WI,NULL,53204,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000632,N,2017-10-09,2020-10-08,"SENIOR MICROSOFT WEB DEVELOPER",Y,"FAST SWITCH LTD.",DEARBORN,MI,NULL,48126,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000633,N,2017-10-05,2018-10-05,"ASSURANCE STAFF",Y,"ERNST & YOUNG U.S. LLP","SAN JOSE",CA,NULL,97110,"ACCOUNTANTS AND AUDITORS"
UA000634,N,2017-09-26,2020-09-25,"INFORMATICA DATA QUALITY CONSULTANT",Y,"NGA GROUP INC","SAN JOSE",CA,NULL,95131,"COMPUTER PROGRAMMERS"
UA000635,N,2017-10-15,2018-10-14,"POSTDOCTORAL FELLOW RESEARCH ASSOCIATE",Y,"TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY",PHILADELPHIA,PA,NULL,19122,"BIOLOGICAL SCIENTISTS, ALL OTHER"
UA000636,N,2017-09-27,2018-12-26,"HADOOP DEVELOPER",Y,"V-SOFT CONSULTING GROUP, INC","BUFFALO GROVE",IL,NULL,60089,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000637,Y,2017-10-01,2020-10-01,"ADVANCED PROGRAMMER ANALYST",Y,"KFORCE INC.",ALLENTOWN,PA,NULL,18195,"COMPUTER SYSTEMS ANALYSTS"
UA000638,Y,2017-10-01,2020-10-01,"ADVANCED BUSINESS ANALYST",Y,"KFORCE INC.",ALLENTOWN,PA,NULL,18195,"OPERATIONS RESEARCH ANALYSTS"
UA000639,Y,2017-10-01,2020-10-01,"PROJECT MANAGER",Y,"KFORCE INC.",ALLENTOWN,PA,NULL,18195,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA000640,N,2017-10-01,2020-10-01,"SENIOR PROJECT MANAGER",Y,"KFORCE INC.","ANN ARBOR",MI,NULL,48105,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA000641,Y,2017-10-01,2020-08-27,"STAFF ENGINEER",Y,"ABONMARCHE CONSULTANTS, INC.","SOUTH BEND",IN,NULL,46601,"CIVIL ENGINEERS"
UA000642,N,2017-10-01,2020-10-01,"SENIOR BUSINESS ANALYST",Y,"KFORCE INC.",AUSTIN,TX,NULL,78723,"OPERATIONS RESEARCH ANALYSTS"
UA000643,Y,2017-10-01,2020-10-01,"SENIOR PROJECT MANAGER",Y,"KFORCE INC.",BALTIMORE,MD,NULL,21201,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA000644,N,2017-10-09,2020-10-08,"SENIOR SCIENTIST, PROCESS VALIDATION",Y,"CORIXA CORPORATION DBA GLAXOSMITHKLINE VACCINES",ROCKVILLE,MD,NULL,20850,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS"
UA000645,N,2017-10-03,2020-10-02,"ASSOCIATE PROFESSIONAL: APPLICATION DESIGNER",Y,"CSC COVANSYS CORPORATION",BREA,CA,NULL,92821,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000646,N,2017-10-09,2018-05-31,"PROGRAMMER ANALYST",Y,"WAYNSYS INC",MALVERN,PA,NULL,19355,"COMPUTER SYSTEMS ANALYSTS"
UA000647,N,2017-11-06,2020-11-05,"SOLUTION ARCHITECT",Y,"BLUE WOLF GROUP LLC",HOUSTON,TX,NULL,77077,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000648,Y,2017-10-01,2020-10-01,"ADVANCED PROGRAMMER ANALYST",Y,"KFORCE INC.",BLOOMINGTON,IL,NULL,61701,"COMPUTER SYSTEMS ANALYSTS"
UA000649,Y,2017-09-26,2019-09-25,"SYSTEM ANALYST",Y,"SILVERXIS, INC","GRANITE BAY",CA,NULL,95746,"COMPUTER SYSTEMS ANALYSTS"
UA000650,Y,2017-10-10,2020-10-05,"SOFTWARE DEVELOPER",Y,"COMPUNNEL SOFTWARE GROUP, INC.",WESTLAKE,TX,NULL,76262,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000651,Y,2017-10-01,2020-10-01,"ADVANCED PROGRAMMER ANALYST",Y,"KFORCE INC.","BROWN DEER",WI,NULL,53223,"COMPUTER SYSTEMS ANALYSTS"
UA000652,Y,2017-12-06,2020-12-05,"ASSOCIATE ATTORNEY",Y,"MAYER BROWN LLP","NEW YORK",NY,NULL,10020,LAWYERS
UA000653,Y,2017-10-05,2020-10-04,"CREDIT PORTFOLIO CONSULTANT 3",Y,"WELLS FARGO BANK, N.A.",BEAVERTON,OR,NULL,97006,"OPERATIONS RESEARCH ANALYSTS"
UA000654,Y,2017-10-03,2020-10-02,"ASSOCIATE SCIENTIST II/III, IN VITRO IMMUNOLOGY",Y,"BIOGEN, INC.",CAMBRIDGE,MA,NULL,2142,"BIOCHEMISTS AND BIOPHYSICISTS"
UA000655,N,2018-02-27,2021-02-26,"SR. SOFTWARE DEVELOPER",Y,"INSURANCE AUTO AUCTIONS, INC.",WESTCHESTER,IL,NULL,60154,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000656,Y,2017-09-26,2020-09-25,"SOFTWARE ENGINEER",Y,"MAKEURCAREER LLC","LAKEWOOD RANCH",FL,NULL,34202,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000657,Y,2017-09-26,2020-09-25,"SOFTWARE ENGINEER",Y,"MAKEURCAREER LLC","LAKEWOOD RANCH",FL,NULL,34202,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000658,N,2017-10-03,2020-10-02,"SOLUTION ARCHITECT",Y,"QUANTUM SECURE, INC.","SAN JOSE",CA,NULL,95112,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000659,Y,2017-12-08,2020-12-08,"BUSINESS ANALYST",Y,"QUALITY SOFTWARE SERVICES, INC.",COLUMBIA,MD,NULL,21044,"COMPUTER SYSTEMS ANALYSTS"
UA000660,N,2017-10-02,2020-10-02,CONSULTANT,Y,"JAWOOD BUSINESS PROCESS SOLUTIONS LLC","BINGHAM FARMS",MI,NULL,48025,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000661,N,2017-10-02,2020-10-01,"ENGINEERING MANAGER",Y,"INTEL CORPORATION",HILLSBORO,OR,NULL,97124,"ARCHITECTURAL AND ENGINEERING MANAGERS"
UA000662,N,2017-09-29,2020-09-28,"SYSTEMS ANALYST - II",Y,"HCL AMERICA, INC.",REDMOND,WA,NULL,98052,"COMPUTER SYSTEMS ANALYSTS"
UA000663,N,2017-10-02,2020-10-01,"SOFTWARE DEVELOPMENT ENGINEER I",Y,"AMAZON FULFILLMENT SERVICES, INC.",SEATTLE,WA,NULL,98121,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000664,N,2017-12-01,2020-11-30,"SOFTWARE DEVELOPER",Y,"AANDAVAR TECHNOLOGIES LLC",HARRISBURG,PA,NULL,17126,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000665,Y,2018-03-25,2021-03-24,"SOFTWARE ENGINEER (1615.2359)",Y,"GOOGLE INC.","MOUNTAIN VIEW",CA,NULL,94043,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000666,Y,2017-10-02,2018-10-14,"CLINICAL DATA PROGRAMMER",Y,"PVR TECHNOLOGIES INC",CAMBRIDGE,MA,NULL,2142,"COMPUTER PROGRAMMERS"
UA000667,Y,2017-09-28,2018-03-31,"SYSTEMS ANALYST",Y,"COMPUNNEL SOFTWARE GROUP, INC.",DURHAM,NC,NULL,27703,"COMPUTER SYSTEMS ANALYSTS"
UA000668,N,2017-10-09,2020-10-08,"PROGRAMMER ANALYST",Y,"WAYNSYS, INC.",EDISON,NJ,NULL,8817,"COMPUTER SYSTEMS ANALYSTS"
UA000669,Y,2017-10-09,2020-10-09,"CLINICAL VARIANT CURATOR",Y,"NATERA, INC.","SAN CARLOS",CA,NULL,94070,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS"
UA000670,N,2017-09-26,2020-09-17,"SOFTWARE DEVELOPER",Y,"I3INFOTEK, INC.",BOWIE,MD,NULL,20715,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000671,Y,2017-09-27,2020-09-26,"SOFTWARE ENGINEER SENIOR STAFF",Y,"JUNIPER NETWORKS, INC.",SUNNYVALE,CA,NULL,94089,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000672,N,2017-09-26,2019-09-26,DIRECTOR,Y,"KPMG LLP","SANTA CLARA",CA,NULL,95054,"COMPLIANCE OFFICERS"
UA000673,Y,2018-01-24,2021-01-23,"TECHNICAL SOLUTIONS ARCHITECT SPECIALIST ADVISOR",Y,"NTT DATA, INC.","JERSEY CITY",NJ,NULL,7302,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000674,Y,2017-10-02,2020-10-01,"BUSINESS SYSTEMS ANALYST",Y,"CGI TECHNOLOGIES AND SOLUTIONS INC.",BURLINGTON,MA,NULL,1803,"COMPUTER SYSTEMS ANALYSTS"
UA000675,Y,2017-10-09,2020-10-08,"SOFTWARE ENGINEER SYS",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"ELECTRICAL ENGINEERS"
UA000676,Y,2018-03-22,2021-03-21,"RESEARCH ASSOCIATE",Y,"UT SOUTHWESTERN MEDICAL CENTER",DALLAS,TX,NULL,75390,"BIOCHEMISTS AND BIOPHYSICISTS"
UA000677,Y,2017-10-10,2020-10-09,"PRODUCT MARKETING MANAGER - SECURITY",Y,"INFOBLOX INC.",TACOMA,WA,NULL,98402,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000678,Y,2017-10-02,2020-10-01,"COMPUTER SYSTEMS ANALYST",Y,"SAI LOUISVILLE LLC",LOUISVILLE,KY,NULL,40213,"COMPUTER SYSTEMS ANALYSTS"
UA000679,N,2017-10-16,2020-06-30,HOSPITALIST,N,"COMMUNITY HOSPITAL, INC.",TALLASSEE,AL,NULL,360781225,"PHYSICIANS AND SURGEONS, ALL OTHER"
UA000680,Y,2017-10-09,2020-10-08,"SENIOR SAP ANALYST",Y,"VISION SERVICE PLAN","RANCHO CORDOVA",CA,NULL,95670,"COMPUTER SYSTEMS ANALYSTS"
UA000681,Y,2017-09-26,2020-09-26,"SENIOR SOFTWARE DEVELOPER",Y,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",CHARLOTTE,NC,NULL,28273,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000682,N,2017-10-09,2020-10-08,"ASST PROJECT SCIENTIST/RES DEVELOPMENT ENGINEER 4",Y,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA",CA,NULL,92093,HYDROLOGISTS
UA000683,Y,2017-11-01,2020-11-01,"POSTDOCTORAL FELLOW",Y,"ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NEW YORK",NY,NULL,10029,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS"
UA000684,N,2017-10-09,2020-10-08,"HARDWARE DEVELOP ENG 3",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"ELECTRICAL ENGINEERS"
UA000685,N,2017-10-09,2020-10-08,"HARDWARE DEVELOP ENG",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"MECHANICAL ENGINEERS"
UA000686,N,2017-09-27,2020-09-26,CONSULTANT,Y,"DELOITTE CONSULTING LLP",ROSEVILLE,CA,NULL,95747,"COMPUTER SYSTEMS ANALYSTS"
UA000687,N,2017-09-27,2020-09-26,MANAGER,Y,"DELOITTE CONSULTING LLP",HOUSTON,TX,NULL,77002,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA000688,N,2017-09-26,2020-09-25,"SPECIALIST PLATFORM",Y,"SAPIENT CORPORATION",HOUSTON,TX,NULL,77002,"COMPUTER SYSTEMS ANALYSTS"
UA000689,Y,2017-10-01,2020-10-01,"SOW FARM MANAGER",Y,"MURPHY-BROWN LLC",MIAMI,TX,NULL,79059,"FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANAGERS"
UA000690,Y,2017-10-28,2020-10-27,"VICE PRESIDENT, CONTROLLER",Y,"JPMORGAN CHASE & CO.","NEW YORK",NY,NULL,10017,"FINANCIAL EXAMINERS"
UA000691,Y,2017-09-26,2020-09-26,"SR. PROGRAMMER ANALYST",Y,"EVEREST CONSULTING GROUP, INC.,",PLEASANTON,CA,NULL,94588,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000692,N,2017-10-03,2020-10-02,"COMPUTER SYSTEMS ENGINEER",Y,"LARSEN & TOUBRO INFOTECH LIMITED",HOUSTON,TX,NULL,77002,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000693,Y,2017-09-26,2020-09-26,"SR. PROGRAMMER ANALYST",Y,"EVEREST CONSULTING GROUP, INC.,","SANTA CLARA",CA,NULL,95054,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000694,N,2017-10-03,2020-10-02,"COMPUTER SYSTEMS ENGINEER",Y,"LARSEN & TOUBRO INFOTECH LIMITED",IRVINE,CA,NULL,92612,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000695,Y,2017-10-10,2020-10-09,"SYSTEMS SPECIALIST",Y,"SALESFORCE.COM INC.",HILLSBORO,OR,NULL,97124,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000696,N,2017-09-26,2020-09-26,"QA TESTER",Y,"EVEREST CONSULTING GROUP, INC.,",IRVING,TX,NULL,75038,"COMPUTER OCCUPATIONS, ALL OTHER"
UA000697,N,2017-09-26,2020-09-26,"SOFTWARE SYSTEMS ENGINEER - III",Y,"PYRAMID CONSULTING, INC.",ALPHARETTA,GA,NULL,30022,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA000698,N,2017-10-02,2020-10-01,"PROGRAMMER/DEVELOPER 3",Y,"CAPGEMINI AMERICA INC","GREEN BAY",WI,NULL,54301,"COMPUTER PROGRAMMERS"
UA000699,N,2017-09-26,2020-09-26,"SR. PROGRAMMER ANALYST",Y,"EVEREST CONSULTING GROUP, INC.,","SAN RAMON",CA,NULL,94583,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA000700,Y,2017-09-26,2020-09-26,"SR. PROGRAMMER ANALYST",Y,"EVEREST CONSULTING GROUP, INC.,","PALO ALTO",CA,NULL,94304,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
