JobPostSkillSetId,JobId,SkillSetId,SkillLevel
3133,17060,1064,I
3134,19623,5346,II
3135,20589,5023,III
3136,4306,3468,II
3137,4074,5352,I
3138,10957,2444,II
3139,8218,2614,III
3140,20429,3197,II
3141,14420,2556,I
3142,20641,1561,II
3143,18082,2505,III
3144,14267,509,II
3145,14791,1935,I
3146,15017,5401,II
3147,3294,5972,III
3148,10645,5719,II
3149,11499,4137,I
3150,18686,751,II
3151,6637,96,III
3152,18789,202,II
3153,12998,3744,I
3154,15552,1904,II
3155,21717,3906,III
3156,193,803,II
3157,18686,1404,I
3158,9424,2562,II
3159,13220,4667,III
3160,16975,2432,II
3161,7560,940,I
3162,9809,5649,II
3163,14871,3565,III
3164,5947,5362,II
3165,14768,5760,I
3166,3726,2967,II
3167,19176,2794,III
3168,5356,5118,II
3169,8959,4267,I
3170,11909,450,II
3171,16765,4926,III
3172,12209,400,II
3173,20099,4789,I
3174,9065,288,II
3175,5197,2699,III
3176,4438,4815,II
3177,5006,5517,I
3178,9076,1467,II
3179,13921,1284,III
3180,8209,54,II
3181,10684,1301,I
3182,19248,3148,II
3183,12413,2503,III
3184,6641,3377,II
3185,1320,5093,I
3186,17357,2072,II
3187,15784,1735,III
3188,9336,3222,II
3189,11116,2116,I
3190,3636,2859,II
3191,8955,3814,III
3192,18173,2319,II
3193,16410,2347,I
3194,8004,4347,II
3195,3712,5421,III
3196,5454,2002,II
3197,12648,3192,I
3198,21425,5425,II
3199,11423,777,III
3200,20378,4613,II
3201,11412,4777,I
3202,5279,122,II
3203,17082,667,III
3204,9413,2500,II
3205,15814,5127,I
3206,16397,5948,II
3207,102,201,III
3208,7243,1268,II
3209,19541,4690,I
3210,5760,5705,II
3211,7086,4430,III
3212,13703,4632,II
3213,13608,1495,I
3214,9073,5819,II
3215,247,400,III
3216,19251,2918,II
3217,17685,3794,I
3218,1856,690,II
3219,14467,5862,III
3220,20009,3264,II
3221,7057,4857,I
3222,8371,5675,II
3223,18323,4358,III
3224,19416,2737,II
3225,17766,4364,I
3226,7826,3699,II
3227,21486,2,III
3228,9280,588,II
3229,3317,773,I
3230,8191,5385,II
3231,19633,3903,III
3232,5456,2928,II
3233,10756,4564,I
3234,21170,4298,II
3235,13687,4087,III
3236,308,2992,II
3237,5033,1580,I
3238,9660,2223,II
3239,10408,1046,III
3240,6837,3138,II
3241,19123,2627,I
3242,11106,966,II
3243,11865,1295,III
3244,2019,54,II
3245,14732,3261,I
3246,5369,210,II
3247,21080,5510,III
3248,10780,4388,II
3249,21803,4859,I
3250,9469,2790,II
3251,15016,4269,III
3252,15607,3293,II
3253,21070,5947,I
3254,5917,2946,II
3255,7688,966,III
3256,618,1472,II
3257,9537,5605,I
3258,21678,3283,II
3259,20871,1183,III
3260,6445,1906,II
3261,21640,3327,I
3262,7472,2350,II
3263,2478,3226,III
3264,8823,2320,II
3265,20448,5332,I
3266,7743,1124,II
3267,16550,3465,III
3268,14695,4885,II
3269,13221,1948,I
3270,8426,3347,II
3271,10006,1868,III
3272,12989,1828,II
3273,16634,4702,I
3274,13603,3368,II
3275,6309,2539,III
3276,14671,2223,II
3277,6079,1148,I
3278,6401,2,II
3279,17089,2857,III
3280,5567,2521,II
3281,2042,3962,I
3282,7671,4839,II
3283,14847,1315,III
3284,15163,1688,II
3285,5999,1018,I
3286,17656,2447,II
3287,2698,3746,III
3288,17611,4731,II
3289,10548,2008,I
3290,14443,4252,II
3291,596,2466,III
3292,18031,3210,II
3293,19430,4802,I
3294,14856,5186,II
3295,17459,3370,III
3296,13912,2698,II
3297,7032,5518,I
3298,21751,4055,II
3299,11493,4465,III
3300,11392,5934,II
3301,4122,2597,I
3302,21005,1928,II
3303,16725,5192,III
3304,13415,2417,II
3305,3126,895,I
3306,13909,5650,II
3307,4446,1051,III
3308,12232,1545,II
3309,11388,5118,I
3310,11161,429,II
3311,5369,1582,III
3312,9748,555,II
3313,7986,173,I
3314,18123,392,II
3315,8478,4949,III
3316,9087,792,II
3317,2142,4856,I
3318,13525,3756,II
3319,1205,5680,III
3320,15987,5272,II
3321,2332,1121,I
3322,2244,5090,II
3323,20653,4141,III
3324,19349,5180,II
3325,16948,1242,I
3326,16446,3845,II
3327,10303,5920,III
3328,2967,23,II
3329,1871,5913,I
3330,7466,3950,II
3331,7281,5696,III
3332,8666,4369,II
3333,20150,1071,I
3334,6785,2267,II
3335,16472,5812,III
3336,14375,4128,II
3337,10571,96,I
3338,1088,2177,II
3339,5448,2954,III
3340,8818,3186,I
3341,8537,659,II
3342,18713,4492,III
3343,931,2220,II
3344,21496,5192,I
3345,18755,2922,II
3346,465,1900,III
3347,1663,3081,II
3348,7500,4444,I
3349,5830,150,II
3350,5224,2057,III
3351,1251,912,II
3352,12341,2180,I
3353,14704,3895,II
3354,10599,3721,III
3355,12721,1471,II
3356,15102,4941,I
3357,11799,2771,II
3358,9113,2340,III
3359,19011,4102,II
3360,7791,5291,I
3361,5925,2552,II
3362,8206,2421,III
3363,18273,456,II
3364,1958,2970,I
3365,10158,593,II
3366,759,2152,III
3367,7513,2901,II
3368,11896,2444,I
3369,1028,205,II
3370,7781,3967,III
3371,11413,480,II
3372,10273,1558,I
3373,12351,3976,II
3374,6715,1065,III
3375,8369,952,II
3376,8687,1470,I
3377,3473,3032,II
3378,10806,5327,III
3379,12763,5594,II
3380,10557,5160,I
3381,2116,5609,II
3382,17356,2807,III
3383,12755,4079,II
3384,9092,2963,I
3385,16127,4011,II
3386,5787,1821,III
3387,20315,389,II
3388,17556,38,I
3389,17358,4337,II
3390,12977,3770,III
3391,19634,2001,II
3392,9417,4916,I
3393,20160,818,II
3394,12705,4475,III
3395,15181,3381,II
3396,5045,3205,I
3397,13185,3630,II
3398,5927,1258,III
3399,13844,2566,II
3400,10402,1177,I
3401,11177,4424,II
3402,6372,3848,III
3403,17337,1887,II
3404,16769,4068,I
3405,6409,3299,II
3406,20147,4397,III
3407,9440,2783,II
3408,17177,4249,I
3409,6899,5830,II
3410,13959,1470,III
3411,8491,4430,II
3412,17046,24,I
3413,121,1451,II
3414,4524,702,III
3415,1424,1109,II
3416,20415,4712,I
3417,4450,608,II
3418,1157,4722,III
3419,15783,2577,II
3420,7678,5905,I
3421,9845,5034,II
3422,3587,3263,III
3423,1888,2535,II
3424,8351,2193,I
3425,14157,1341,II
3426,6608,3232,III
3427,6190,5566,II
3428,19360,915,I
3429,17027,4422,II
3430,5268,5638,III
3431,21622,4497,II
3432,19055,783,I
3433,3296,2560,II
3434,12539,3839,III
3435,5401,4980,II
3436,6681,2556,I
3437,18757,4287,II
3438,14927,5451,III
3439,17862,3403,II
3440,16788,2467,I
3441,13171,5953,II
3442,11208,5303,III
3443,7743,1261,II
3444,5482,4951,I
3445,1114,2191,II
3446,5491,2752,III
3447,8096,1944,II
3448,5810,3971,I
3449,5647,3217,II
3450,8617,5589,III
3451,13062,732,II
3452,169,2543,I
3453,19253,575,II
3454,3988,4534,III
3455,21599,3291,II
3456,8224,4695,I
3457,10873,3460,II
3458,8779,1611,III
3459,8296,5672,II
3460,13597,5201,I
3461,1,4,II
3462,716,3118,III
3463,15222,1136,II
3464,6805,1324,I
3465,21586,4375,II
3466,4516,2529,III
3467,11426,3142,II
3468,2003,3059,I
3469,14435,872,II
3470,3583,444,III
3471,8307,1712,II
3472,11765,2531,I
3473,13294,5824,II
3474,6672,1111,III
3475,768,3919,II
3476,6565,776,I
3477,1149,988,II
3478,14054,4402,III
3479,21615,4222,II
3480,20839,4741,I
3481,16423,3248,II
3482,4548,3500,III
3483,8556,3545,II
3484,8354,3231,I
3485,17834,5225,II
3486,20662,364,III
3487,9894,2512,II
3488,19827,5543,I
3489,19448,3426,II
3490,20766,493,III
3491,15074,686,II
3492,11370,1729,I
3493,12792,4042,I
3494,6994,2393,II
3495,2664,3224,III
3496,18095,2286,II
3497,18730,1959,I
3498,19262,99,II
3499,1802,3152,III
3500,11651,3863,II
3501,21808,3934,I
3502,16614,3867,II
3503,5331,4742,III
3504,14623,5230,II
3505,476,2045,I
3506,14000,1069,II
3507,19885,2119,III
3508,10053,1733,II
3509,9375,4120,I
3510,6823,1301,II
3511,18325,591,III
3512,21433,2317,II
3513,19480,4299,I
3514,3063,2446,II
3515,13674,1626,III
3516,2154,4725,II
3517,1103,5223,I
3518,2389,2858,II
3519,4594,5972,III
3520,3152,653,II
3521,2158,3586,I
3522,21651,1545,II
3523,16261,4053,III
3524,14379,466,II
3525,5331,2966,I
3526,3606,2233,II
3527,5637,5681,III
3528,12056,1664,II
3529,1745,3245,I
3530,12508,5699,II
3531,280,1561,III
3532,19374,485,II
3533,12048,4226,I
3534,21562,1590,II
3535,9663,1625,III
3536,4992,5576,II
3537,16307,4274,I
3538,2505,2853,II
3539,13618,1649,III
3540,5332,4259,II
3541,21451,1308,I
3542,14873,2822,II
3543,7538,5321,III
3544,57,2243,II
3545,5344,2254,I
3546,15246,4377,II
3547,8263,3018,III
3548,4948,3738,II
3549,10589,5491,I
3550,20128,3075,II
3551,21593,3719,III
3552,7095,3139,II
3553,6941,1129,I
3554,15192,3152,II
3555,3978,2585,III
3556,4185,5583,II
3557,1694,562,I
3558,19643,1622,II
3559,3983,1657,III
3560,13433,4530,II
3561,11723,1089,I
3562,11014,403,II
3563,15502,1579,III
3564,1127,3484,II
3565,1533,1236,I
3566,12297,3088,II
3567,15898,4420,III
3568,21778,5450,II
3569,7188,5949,I
3570,7088,1177,II
3571,20197,4600,III
3572,8632,3513,II
3573,311,3939,I
3574,21202,3058,II
3575,18239,4103,III
3576,21713,2867,II
3577,15436,2666,I
3578,15247,4511,II
3579,711,3292,III
3580,21172,5949,II
3581,13871,4540,I
3582,5931,103,II
3583,8008,5311,III
3584,12249,1670,II
3585,20625,916,I
3586,8599,5657,II
3587,21764,5758,III
3588,20899,5308,II
3589,2620,5973,I
3590,7347,3331,II
3591,21504,1954,III
3592,3936,1553,II
3593,20769,3284,I
3594,20378,3185,II
3595,13395,5955,III
3596,10104,3745,II
3597,6435,5777,I
3598,2578,5965,II
3599,8103,1347,III
3600,9456,714,II
3601,9297,4713,I
3602,3375,3396,II
3603,19866,5379,III
3604,19406,638,II
3605,18144,5720,I
3606,10086,3425,II
3607,9542,1618,III
3608,14315,5526,II
3609,4972,616,I
3610,3026,4241,II
3611,15007,99,III
3612,16119,5094,II
3613,6210,1435,I
3614,1152,4401,II
3615,570,403,III
3616,21457,4572,II
3617,8115,5097,I
3618,7809,769,II
3619,5816,551,III
3620,3344,5749,II
3621,13412,3322,I
3622,16831,528,II
3623,12407,2398,III
3624,2198,2248,II
3625,14457,4811,I
3626,4196,458,II
3627,1562,1539,III
3628,5798,1019,II
3629,3778,4009,I
3630,18237,3915,II
3631,16839,1832,III
3632,6825,5743,II
3633,15162,4098,I
3634,15169,2051,II
3635,8010,4721,III
3636,20730,1704,II
3637,4776,1523,I
3638,12062,281,II
3639,8644,2265,III
3640,19407,4681,II
3641,18786,1084,I
3642,10373,3887,II
3643,20894,4690,III
3644,578,2511,II
3645,20733,3427,I
3646,2285,84,II
3647,15226,100,III
3648,20194,2781,II
3649,4947,5896,I
3650,6002,619,II
3651,6381,5883,III
3652,3522,5082,II
3653,20408,4618,I
3654,21434,1987,II
3655,14119,1711,III
3656,17923,2152,II
3657,804,806,I
3658,6134,5393,II
3659,12684,461,III
3660,5448,2277,II
3661,14009,543,I
3662,14630,3553,II
3663,12512,5132,III
3664,18082,641,II
3665,17373,1700,I
3666,6846,3516,II
3667,9285,5027,III
3668,15563,5347,II
3669,15242,3648,I
3670,8869,5322,II
3671,13758,5951,III
3672,9707,630,II
3673,3712,3271,I
3674,2023,1609,II
3675,21033,1377,III
3676,9915,3096,II
3677,9410,4616,I
3678,5129,2239,II
3679,12773,3284,III
3680,3853,1455,II
3681,1018,4957,I
3682,17523,2784,II
3683,9981,4539,III
3684,4870,3945,II
3685,8544,1091,I
3686,13172,5774,II
3687,17577,2553,III
3688,8723,1314,II
3689,16506,1803,I
3690,16315,173,II
3691,12762,1632,III
3692,604,5324,II
3693,12134,1392,I
3694,4508,5071,II
3695,21542,768,III
3696,16033,4067,II
3697,14977,905,I
3698,4076,4017,II
3699,666,1820,III
3700,17252,5059,II
3701,7157,5094,I
3702,903,5531,II
3703,7573,2473,III
3704,997,724,II
3705,5908,1156,I
3706,6628,1605,II
3707,18153,4547,III
3708,10229,3603,II
3709,11015,1334,I
3710,7468,3856,II
3711,15760,549,III
3712,14026,1805,II
3713,5111,3942,I
3714,17423,5060,II
3715,2011,2852,III
3716,9447,4321,II
3717,5155,1521,I
3718,2362,1021,II
3719,16517,1068,III
3720,18149,1995,II
3721,6756,1023,I
3722,19535,2686,II
3723,9356,2939,III
3724,9979,5338,II
3725,16371,222,I
3726,1361,782,II
3727,2009,485,III
3728,8770,2274,I
3729,1889,1762,II
3730,13790,3487,III
3731,8382,3481,II
3732,4541,5086,I
3733,899,254,II
3734,15873,4598,III
3735,2262,724,II
3736,10285,4021,I
3737,10251,1534,II
3738,6598,6,III
3739,3690,5582,II
3740,15316,2199,I
3741,12777,2053,II
3742,7337,3647,III
3743,21461,4558,II
3744,12001,5196,I
3745,6041,1861,II
3746,7418,5561,III
3747,10638,5092,II
3748,16928,2842,I
3749,17584,1586,II
3750,20193,5657,III
3751,5075,1884,II
3752,17387,1665,I
3753,557,4693,II
3754,6927,5689,III
3755,243,1985,II
3756,20590,4810,I
3757,14595,644,II
3758,1460,2543,III
3759,21078,1804,II
3760,8020,4562,I
3761,12135,2889,II
3762,10948,500,III
3763,10288,2364,II
3764,21482,2201,I
3765,14021,5504,II
3766,9772,2508,III
3767,10529,3456,II
3768,3322,4230,I
3769,15223,277,II
3770,6457,3921,III
3771,21125,4370,II
3772,20735,2420,I
3773,15253,4523,II
3774,17624,1000,III
3775,13762,1192,II
3776,4927,2178,I
3777,14930,5251,II
3778,20306,1945,III
3779,14782,418,II
3780,1470,824,I
3781,761,3866,II
3782,13190,3170,III
3783,6010,2551,II
3784,16793,1161,I
3785,10780,2639,II
3786,13278,1098,III
3787,5027,2822,II
3788,14585,1620,I
3789,3756,983,II
3790,9991,5365,III
3791,1968,1646,II
3792,12036,5699,I
3793,10316,3138,II
3794,1096,5291,III
3795,17909,4520,II
3796,18920,3822,I
3797,14451,2062,II
3798,8066,4571,III
3799,15277,2077,II
3800,10576,3204,I
3801,11986,5760,II
3802,11313,4044,III
3803,8664,2144,II
3804,18909,5835,I
3805,19187,1988,II
3806,3887,3104,III
3807,5693,2155,II
3808,15032,2065,I
3809,19865,3251,II
3810,13502,83,III
3811,12426,1634,II
3812,7939,4182,I
3813,277,1247,II
3814,1595,4579,III
3815,4847,5596,II
3816,2643,2465,I
3817,21638,1145,II
3818,1499,856,III
3819,16209,4314,II
3820,3028,3271,I
3821,18074,2450,II
3822,2236,696,III
3823,16022,5769,II
3824,420,3684,I
3825,13318,3444,II
3826,14369,108,III
3827,19515,1350,II
3828,14722,3034,I
3829,15387,5976,II
3830,18599,5853,III
3831,6861,4804,II
3832,3916,4698,I
3833,6099,4839,II
3834,17853,461,III
3835,626,4765,II
3836,20565,1223,I
3837,16064,4640,II
3838,13321,217,III
3839,2136,2085,II
3840,14717,2790,I
3841,20667,1058,II
3842,7423,389,III
3843,5150,5729,II
3844,6158,516,I
3845,8858,5999,II
3846,21719,3384,III
3847,12575,4968,II
3848,16453,1938,I
3849,4281,4436,II
3850,8815,4919,III
3851,11661,921,II
3852,2457,2320,I
3853,6600,73,II
3854,6642,2252,III
3855,21146,2778,II
3856,21796,2331,I
3857,2882,391,II
3858,21401,4976,III
3859,4587,3680,II
3860,12349,4039,I
3861,16215,4002,II
3862,15179,5940,III
3863,3979,2567,II
3864,13517,984,I
3865,6095,3484,II
3866,2457,5530,III
3867,13345,3103,II
3868,845,1032,I
3869,3669,2084,II
3870,12623,3599,III
3871,10061,1415,II
3872,5323,1522,I
3873,1825,2785,II
3874,21032,3221,III
3875,12026,53,II
3876,17713,5468,I
3877,1998,2884,II
3878,21625,5518,III
3879,16056,709,II
3880,7428,4138,I
3881,2782,2804,I
3882,10059,5890,II
3883,6046,4052,III
3884,58,701,II
3885,13099,3323,I
3886,6344,1575,II
3887,20582,1531,III
3888,3907,2921,II
3889,11052,2209,I
3890,19867,1488,II
3891,8371,1,III
3892,12042,1169,II
3893,10731,4056,I
3894,16671,3224,II
3895,18991,2462,III
3896,15745,1688,II
3897,16406,5450,I
3898,21286,2450,II
3899,2041,5335,III
3900,19868,2231,II
3901,19216,5031,I
3902,20713,208,II
3903,1306,5181,III
3904,8817,5735,II
3905,21571,5922,I
3906,775,2545,II
3907,14114,1971,III
3908,13008,4330,II
3909,13338,3273,I
3910,14488,141,II
3911,570,3769,III
3912,1373,4099,II
3913,5293,3633,I
3914,8566,3621,II
3915,8612,480,III
3916,12390,1157,II
3917,9764,256,I
3918,11028,3105,II
3919,15942,517,III
3920,6444,5448,II
3921,10998,2572,I
3922,17801,5054,II
3923,21071,2252,III
3924,6878,5377,II
3925,20836,3191,I
3926,20130,96,II
3927,20457,3168,III
3928,20733,2550,II
3929,33,2488,I
3930,19561,3807,II
3931,18216,3298,III
3932,12370,2558,II
3933,4799,5898,I
3934,7136,371,II
3935,6925,2543,III
3936,21384,3880,II
3937,4997,4657,I
3938,19377,2538,II
3939,16162,4275,III
3940,5708,1170,II
3941,12825,1322,I
3942,11518,1929,II
3943,18188,1634,III
3944,20957,5559,II
3945,7327,4730,I
3946,15129,5661,II
3947,13810,1932,III
3948,2738,4526,II
3949,3076,827,I
3950,2195,4149,II
3951,2616,1330,III
3952,2840,4761,II
3953,13584,5395,I
3954,7180,4319,II
3955,12069,1075,III
3956,8576,2230,II
3957,16695,4380,I
3958,7304,2651,II
3959,11785,62,III
3960,5802,463,II
3961,2434,3356,I
3962,19404,1206,II
3963,8980,5734,III
3964,12614,4186,II
3965,19201,3313,I
3966,10077,2553,II
3967,11907,3071,III
3968,1049,5711,II
3969,11196,3435,I
3970,13586,2428,II
3971,95,3704,III
3972,14549,4434,II
3973,15747,5431,I
3974,14651,2158,II
3975,20705,2403,III
3976,7227,2290,II
3977,1540,4509,I
3978,12619,900,II
3979,18552,3438,III
3980,13294,1565,II
3981,19423,4511,I
3982,9218,4543,II
3983,17735,3828,III
3984,1152,3033,II
3985,9441,5493,I
3986,7474,4869,II
3987,13475,3447,III
3988,922,3954,II
3989,19275,2787,I
3990,18856,5859,II
3991,18469,4612,III
3992,12290,757,II
3993,21477,1088,I
3994,10295,4336,II
3995,13032,789,III
3996,3482,3086,II
3997,16064,1090,I
3998,2323,3398,II
3999,8749,3769,III
4000,16961,5695,II
4001,12614,5433,I
4002,18836,4536,II
4003,8469,3741,III
4004,3184,4110,II
4005,12752,5125,I
4006,2444,3899,II
4007,9773,5311,III
4008,13425,1805,II
4009,8303,5092,I
4010,16203,5242,II
4011,3854,2857,III
4012,6153,2807,II
4013,15510,4560,I
4014,5519,5560,II
4015,7616,27,III
4016,10662,5700,II
4017,6030,1711,I
4018,14576,1864,II
4019,4812,4273,III
4020,19437,2004,II
4021,4340,2090,I
4022,7441,5505,II
4023,3757,1884,III
4024,13806,5502,II
4025,9854,695,I
4026,19219,153,II
4027,10909,2961,III
4028,19698,60,II
4029,16391,4469,I
4030,3633,573,II
4031,15968,5862,III
4032,19711,821,II
4033,11025,1965,I
4034,8619,5701,II
4035,1378,4540,III
4036,13095,4626,II
4037,18009,4650,I
4038,8696,2510,II
4039,11535,3009,III
4040,13519,594,II
4041,11190,1176,I
4042,2318,3271,II
4043,17281,2675,III
4044,14427,962,II
4045,18965,1687,I
4046,971,5854,II
4047,9461,3044,III
4048,4328,5184,II
4049,8098,4258,I
4050,8564,244,II
4051,9356,5427,III
4052,20406,5137,II
4053,3346,4475,I
4054,10660,5576,II
4055,19338,447,III
4056,16974,1465,II
4057,2805,4663,I
4058,2858,4824,II
4059,6646,4442,III
4060,11171,5358,II
4061,19480,3200,I
4062,1342,3473,II
4063,78,240,III
4064,15623,3611,II
4065,16898,4053,I
4066,16422,3240,II
4067,16824,5508,III
4068,20747,457,II
4069,6350,3840,I
4070,11291,4115,II
4071,15742,594,III
4072,16765,60,II
4073,9814,2947,I
4074,11249,792,II
4075,866,1089,III
4076,20332,5519,II
4077,18260,4448,I
4078,3725,5484,II
4079,12017,3924,III
4080,16898,3582,II
4081,18657,2911,I
4082,5188,138,II
4083,15606,630,III
4084,15160,3334,II
4085,13567,5055,I
4086,11357,2109,II
4087,761,4395,III
4088,10796,422,II
4089,10931,1864,I
4090,6997,1909,II
4091,20295,4567,III
4092,15624,5640,II
4093,6953,224,I
4094,7015,633,II
4095,8056,1142,III
4096,5192,580,II
4097,20902,3021,I
4098,2589,2083,II
4099,9204,3598,III
4100,2612,2960,II
4101,10303,3653,I
4102,19696,4358,II
4103,1675,3663,III
4104,10145,5194,II
4105,20309,1565,I
4106,13370,1433,II
4107,4317,4684,III
4108,4588,1772,II
4109,3829,251,I
4110,3529,1241,II
4111,17522,5323,III
4112,4955,1949,II
4113,20445,4394,I
4114,10301,2399,II
4115,286,2498,III
4116,3622,5353,I
4117,5002,2196,II
4118,7552,2883,III
4119,2724,3745,II
4120,3484,1875,I
4121,12376,3851,II
4122,20173,1724,III
4123,732,2670,II
4124,11403,134,I
4125,16000,2662,II
4126,3650,2154,III
4127,882,5746,II
4128,13513,1442,I
4129,412,1422,II
4130,10695,1530,III
4131,6865,3203,II
4132,2307,2906,I
4133,10545,749,II
4134,1253,5649,III
4135,18276,1801,II
4136,159,2581,I
4137,13114,2149,II
4138,5141,796,III
4139,17013,3933,II
4140,19179,4873,I
4141,4691,534,II
4142,9715,3046,III
4143,8838,5620,II
4144,19941,1643,I
4145,20229,5994,II
4146,16723,4109,III
4147,20813,2213,II
4148,12347,3348,I
4149,8820,1627,II
4150,6214,5013,III
4151,7225,197,II
4152,10483,1766,I
4153,13975,5268,II
4154,3126,4560,III
4155,7970,4849,II
4156,7713,5979,I
4157,13560,2424,II
4158,7777,4061,III
4159,941,2703,II
4160,19187,630,I
4161,7129,2585,II
4162,13317,4312,III
4163,19027,1404,II
4164,5627,2767,I
4165,5692,5413,II
4166,4938,730,III
4167,5652,1669,II
4168,11987,1564,I
4169,10270,1843,II
4170,11276,4372,III
4171,17804,1363,II
4172,14955,3714,I
4173,15404,2319,II
4174,13425,4975,III
4175,7096,600,II
4176,15719,164,I
4177,2284,4976,II
4178,2270,4935,III
4179,18263,3658,II
4180,759,4281,I
4181,20523,5962,II
4182,9319,5698,III
4183,72,1486,II
4184,12310,2606,I
4185,18321,1939,II
4186,6687,2016,III
4187,20347,5295,II
4188,11184,5246,I
4189,20697,1463,II
4190,11356,2671,III
4191,10070,3296,II
4192,601,3226,I
4193,6854,4229,II
4194,7013,5412,III
4195,21095,377,II
4196,5728,712,I
4197,12688,1592,II
4198,5740,5654,III
4199,11846,2726,II
4200,10397,3950,I
4201,14131,5949,II
4202,16570,1561,III
4203,2494,3518,II
4204,15480,2155,I
4205,4408,3003,II
4206,622,3692,III
4207,9094,1502,II
4208,9899,2057,I
4209,8493,250,II
4210,21353,2164,III
4211,18851,3622,II
4212,11531,1321,I
4213,15750,846,II
4214,13587,217,III
4215,17042,4372,II
4216,1699,3196,I
4217,8696,3101,II
4218,1084,504,III
4219,7089,3079,II
4220,13233,1018,I
4221,15107,4276,II
4222,17219,4571,III
4223,4885,4655,II
4224,8132,870,I
4225,15700,458,II
4226,15520,5034,III
4227,21796,200,II
4228,9228,3357,I
4229,7478,4410,II
4230,4429,3502,III
4231,3524,2408,II
4232,6694,4846,I
4233,11956,764,II
4234,21558,5432,III
4235,9691,487,II
4236,19677,3353,I
4237,14096,2356,II
4238,9024,208,III
4239,18302,769,II
4240,986,3790,I
4241,9548,3061,II
4242,5838,689,III
4243,18217,1131,II
4244,7198,1640,I
4245,17166,3917,II
4246,8424,3820,III
4247,13465,4662,II
4248,10334,516,I
4249,19419,2922,II
4250,14987,1225,III
4251,7231,1251,II
4252,2468,2885,I
4253,18115,419,II
4254,12676,4514,III
4255,7783,1485,II
4256,21154,4539,I
4257,13178,424,II
4258,8210,2561,III
4259,21503,3909,II
4260,17459,1798,I
4261,3083,4569,II
4262,7322,748,III
4263,2217,3562,II
4264,7899,1255,I
4265,17661,5540,II
4266,19123,1393,III
4267,11421,4077,II
4268,14537,3177,I
4269,1695,4370,I
4270,6779,4142,II
4271,3684,4683,III
4272,21462,4361,II
4273,15450,4208,I
4274,13806,567,II
4275,9145,2100,III
4276,2141,3018,II
4277,11754,3301,I
4278,19753,4135,II
4279,14141,5027,III
4280,19387,787,II
4281,13807,3073,I
4282,3934,4903,II
4283,13477,2307,III
4284,16314,3721,II
4285,18303,5261,I
4286,19319,504,II
4287,149,4311,III
4288,199,2469,II
4289,14743,51,I
4290,8071,1057,II
4291,7591,3317,III
4292,824,4802,II
4293,3339,5167,I
4294,1856,2726,II
4295,6172,4053,III
4296,8185,3377,II
4297,19801,44,I
4298,12225,2115,II
4299,14148,2201,III
4300,1572,1927,II
4301,16272,4270,I
4302,20800,5037,II
4303,1470,5198,III
4304,18205,2428,II
4305,8346,956,I
4306,8322,4130,II
4307,20032,4183,III
4308,14152,2473,II
4309,6565,5661,I
4310,11948,2835,II
4311,722,4323,III
4312,8772,3621,II
4313,12975,2433,I
4314,20906,973,II
4315,1648,1586,III
4316,14735,1012,II
4317,127,5087,I
4318,21264,5029,II
4319,12004,1772,III
4320,3195,2269,II
4321,6838,1268,I
4322,21773,2646,II
4323,15804,5377,III
4324,6957,2087,II
4325,578,5138,I
4326,16925,1966,II
4327,9606,5923,III
4328,17042,5867,II
4329,18722,3950,I
4330,11053,4384,II
4331,8192,4447,III
4332,19411,5756,II
4333,3057,4448,I
4334,11555,5232,II
4335,16546,4339,III
4336,17478,1567,II
4337,13065,167,I
4338,10048,4419,II
4339,9318,634,III
4340,207,5870,II
4341,1671,3423,I
4342,8767,4241,II
4343,5348,5999,III
4344,12582,5807,II
4345,17384,5085,I
4346,6994,3649,II
4347,17027,843,III
4348,6261,3178,II
4349,12981,4777,I
4350,20388,1141,II
4351,2097,3783,III
4352,19949,120,II
4353,1899,451,I
4354,10366,3721,II
4355,13438,4222,III
4356,14047,3216,II
4357,12334,5302,I
4358,11460,5618,II
4359,17645,3108,III
4360,11063,3764,II
4361,6044,1973,I
4362,1421,2444,II
4363,14626,5949,III
4364,5280,130,II
4365,9535,874,I
4366,11964,1917,II
4367,21804,1966,III
4368,15921,635,II
4369,3015,5876,I
4370,19877,5217,II
4371,6327,642,III
4372,1973,1796,II
4373,21343,5636,I
4374,16989,2574,II
4375,16165,4913,III
4376,12282,3844,II
4377,8468,3007,I
4378,16977,956,II
4379,20316,5762,III
4380,1315,4819,II
4381,13058,1466,I
4382,2032,5287,II
4383,3061,5502,III
4384,6315,5592,II
4385,21431,4929,I
4386,14088,2176,II
4387,2256,5049,III
4388,9750,5929,II
4389,12587,5002,I
4390,574,5379,II
4391,21568,3695,III
4392,2382,1417,II
4393,20977,1263,I
4394,3940,4613,II
4395,11434,4946,III
4396,5999,3291,II
4397,13656,670,I
4398,19235,1928,II
4399,9819,4287,III
4400,21795,2110,II
4401,15127,31,I
4402,14146,1251,II
4403,16415,5955,III
4404,15074,2196,II
4405,12426,4439,I
4406,21769,3433,II
4407,6322,5505,III
4408,14277,4076,II
4409,14707,2729,I
4410,11570,2351,II
4411,14425,2796,III
4412,9097,1585,II
4413,6863,1761,I
4414,1110,1061,II
4415,11602,5028,III
4416,20055,196,II
4417,15527,679,I
4418,14176,3360,II
4419,5253,894,III
4420,3609,4796,II
4421,16099,3671,I
4422,12666,1972,II
4423,20223,3878,III
4424,2264,622,II
4425,11835,5444,I
4426,6628,5479,II
